season,lg,team,abbreviation,playoffs,g,mp,opp_fg,opp_fga,opp_fg_percent,opp_x3p,opp_x3pa,opp_x3p_percent,opp_x2p,opp_x2pa,opp_x2p_percent,opp_ft,opp_fta,opp_ft_percent,opp_orb,opp_drb,opp_trb,opp_ast,opp_stl,opp_blk,opp_tov,opp_pf,opp_pts
1997,NBA,Charlotte Hornets,CHH,TRUE,82,19805,3056,6650,0.46,487,1364,0.357,2569,5286,0.486,1356,1857,0.73,1077,2256,3333,1783,532,335,1143,1781,7955
1997,NBA,Chicago Bulls,CHI,TRUE,82,19730,2898,6653,0.436,471,1408,0.335,2427,5245,0.463,1305,1770,0.737,1088,2205,3293,1619,624,286,1293,1732,7572
1997,NBA,Cleveland Cavaliers,CLE,FALSE,82,19855,2488,5638,0.441,459,1230,0.373,2029,4408,0.46,1587,2138,0.742,845,2186,3031,1647,549,350,1331,1748,7022
1997,NBA,Dallas Mavericks,DAL,FALSE,82,19805,2966,6469,0.458,538,1444,0.373,2428,5025,0.483,1482,1974,0.751,1098,2428,3526,1794,687,433,1284,1720,7952
1997,NBA,Denver Nuggets,DEN,FALSE,82,19930,3297,7063,0.467,484,1232,0.393,2813,5831,0.482,1457,1943,0.75,1086,2459,3545,1846,724,453,1057,1725,8535
1997,NBA,Detroit Pistons,DET,TRUE,82,19830,2768,6231,0.444,528,1430,0.369,2240,4801,0.467,1229,1668,0.737,964,2264,3228,1795,488,282,1195,1784,7293
1997,NBA,Golden State Warriors,GSW,FALSE,82,19905,3199,6735,0.475,581,1558,0.373,2618,5177,0.506,1578,2103,0.75,1089,2272,3361,2159,824,395,1288,1886,8557
1997,NBA,Houston Rockets,HOU,TRUE,82,19855,3030,6845,0.443,519,1547,0.335,2511,5298,0.474,1302,1785,0.729,1029,2332,3361,1835,731,365,1172,1735,7881
1997,NBA,Indiana Pacers,IND,FALSE,82,19930,2799,6357,0.44,499,1440,0.347,2300,4917,0.468,1642,2182,0.753,1004,2261,3265,1737,693,418,1289,1952,7739
1997,NBA,Los Angeles Clippers,LAC,TRUE,82,19930,2975,6445,0.462,480,1345,0.357,2495,5100,0.489,1732,2312,0.749,1051,2450,3501,1654,737,419,1369,1860,8162
1997,NBA,Los Angeles Lakers,LAL,TRUE,82,19930,2922,6619,0.441,479,1379,0.347,2443,5240,0.466,1527,2126,0.718,1110,2368,3478,1880,620,388,1341,1934,7850
1997,NBA,Miami Heat,MIA,TRUE,82,19805,2687,6226,0.432,411,1134,0.362,2276,5092,0.447,1541,2108,0.731,999,2321,3320,1512,646,392,1324,1831,7326
1997,NBA,Milwaukee Bucks,MIL,FALSE,82,19730,2999,6355,0.472,369,1080,0.342,2630,5275,0.499,1606,2197,0.731,975,2257,3232,1820,688,392,1201,1777,7973
1997,NBA,Minnesota Timberwolves,MIN,TRUE,82,19780,2945,6539,0.45,467,1290,0.362,2478,5249,0.472,1646,2184,0.754,1069,2364,3433,1785,654,445,1283,1829,8003
1997,NBA,New Jersey Nets,NJN,FALSE,82,19780,3100,6684,0.464,520,1398,0.372,2580,5286,0.488,1628,2185,0.745,1065,2464,3529,1925,675,516,1257,1780,8348
1997,NBA,New York Knicks,NYK,TRUE,82,19855,2665,6272,0.425,481,1374,0.35,2184,4898,0.446,1752,2389,0.733,911,2220,3131,1589,727,295,1333,1882,7563
1997,NBA,Orlando Magic,ORL,TRUE,82,19855,2966,6450,0.46,455,1327,0.343,2511,5123,0.49,1361,1860,0.732,1080,2398,3478,1798,704,417,1314,1769,7748
1997,NBA,Philadelphia 76ers,PHI,FALSE,82,19780,3314,7045,0.47,558,1529,0.365,2756,5516,0.5,1565,2134,0.733,1186,2453,3639,2066,822,494,1278,2008,8751
1997,NBA,Phoenix Suns,PHO,TRUE,82,19855,3183,6818,0.467,545,1479,0.368,2638,5339,0.494,1466,1984,0.739,1048,2461,3509,1996,662,372,1298,1840,8377
1997,NBA,Portland Trail Blazers,POR,TRUE,82,19855,2798,6423,0.436,457,1279,0.357,2341,5144,0.455,1719,2327,0.739,952,2197,3149,1703,656,428,1242,1887,7772
1997,NBA,Sacramento Kings,SAC,FALSE,82,19855,3010,6521,0.462,442,1254,0.352,2568,5267,0.488,1723,2337,0.737,1063,2341,3404,1777,716,429,1257,1789,8185
1997,NBA,San Antonio Spurs,SAS,FALSE,82,19730,3002,6379,0.471,552,1425,0.387,2450,4954,0.495,1508,2042,0.738,1048,2302,3350,1955,664,448,1180,1646,8064
1997,NBA,Seattle SuperSonics,SEA,TRUE,82,19780,2759,6259,0.441,613,1644,0.373,2146,4615,0.465,1513,2042,0.741,1015,2256,3271,1751,634,423,1535,1927,7644
1997,NBA,Toronto Raptors,TOR,FALSE,82,19830,2971,6390,0.465,497,1427,0.348,2474,4963,0.498,1646,2274,0.724,1033,2352,3385,1967,675,442,1338,1799,8085
1997,NBA,Utah Jazz,UTA,TRUE,82,19830,2708,6188,0.438,521,1480,0.352,2187,4708,0.465,1796,2395,0.75,957,2101,3058,1593,639,373,1330,2045,7733
1997,NBA,Vancouver Grizzlies,VAN,FALSE,82,19780,3092,6556,0.472,500,1369,0.365,2592,5187,0.5,1468,2018,0.727,1206,2426,3632,1974,725,461,1251,1593,8152
1997,NBA,Washington Bullets,WSB,TRUE,82,19855,3011,6637,0.454,492,1327,0.371,2519,5310,0.474,1500,2004,0.749,1022,2336,3358,1671,665,334,1356,1769,8014
1997,NBA,League Average,NA,FALSE,82,19833,2958,6503,0.455,496,1377,0.36,2462,5126,0.48,1534,2078,0.738,1039,2330,3369,1808,672,403,1285,1814,7946
1996,NBA,Atlanta Hawks,ATL,TRUE,82,19730,3044,6419,0.474,479,1329,0.36,2565,5090,0.504,1392,1865,0.746,1054,2292,3346,1841,580,338,1405,1807,7959
1996,NBA,Boston Celtics,BOS,FALSE,82,19905,3296,6856,0.481,415,1162,0.357,2881,5694,0.506,1767,2366,0.747,1040,2590,3630,1916,667,489,1314,1965,8774
1996,NBA,Charlotte Hornets,CHH,FALSE,82,19880,3254,6651,0.489,530,1340,0.396,2724,5311,0.513,1440,1957,0.736,953,2358,3311,2049,536,368,1215,1829,8478
1996,NBA,Chicago Bulls,CHI,TRUE,82,19730,2880,6428,0.448,437,1249,0.35,2443,5179,0.472,1424,1985,0.717,981,2136,3117,1592,595,312,1405,1856,7621
1996,NBA,Cleveland Cavaliers,CLE,TRUE,82,19830,2674,5787,0.462,513,1322,0.388,2161,4465,0.484,1400,1844,0.759,874,2167,3041,1818,504,336,1282,1667,7261
1996,NBA,Dallas Mavericks,DAL,FALSE,82,19930,3403,6921,0.492,470,1193,0.394,2933,5728,0.512,1535,2097,0.732,1087,2726,3813,1978,702,531,1348,1841,8811
1996,NBA,Denver Nuggets,DEN,FALSE,82,19830,3091,6741,0.459,453,1235,0.367,2638,5506,0.479,1600,2105,0.76,934,2385,3319,1875,617,418,1130,1899,8235
1996,NBA,Detroit Pistons,DET,TRUE,82,19830,2827,6375,0.443,505,1380,0.366,2322,4995,0.465,1458,2039,0.715,964,2268,3232,1729,556,385,1153,1887,7617
1996,NBA,Golden State Warriors,GSW,FALSE,82,19755,3206,6753,0.475,477,1308,0.365,2729,5445,0.501,1564,2097,0.746,1114,2292,3406,2098,698,385,1375,1959,8453
1996,NBA,Houston Rockets,HOU,TRUE,82,19805,3178,6910,0.46,482,1344,0.359,2696,5566,0.484,1423,2012,0.707,1126,2499,3625,1945,670,400,1224,1847,8261
1996,NBA,Indiana Pacers,IND,TRUE,82,19755,2841,6291,0.452,493,1368,0.36,2348,4923,0.477,1703,2302,0.74,1004,2051,3055,1726,663,420,1259,2041,7878
1996,NBA,Los Angeles Clippers,LAC,FALSE,82,19730,3090,6471,0.478,444,1195,0.372,2646,5276,0.502,1824,2444,0.746,1034,2362,3396,1658,689,401,1357,1860,8448
1996,NBA,Los Angeles Lakers,LAL,TRUE,82,19680,3118,6806,0.458,442,1203,0.367,2676,5603,0.478,1395,1891,0.738,1146,2316,3462,2006,588,483,1334,1806,8073
1996,NBA,Miami Heat,MIA,TRUE,82,19780,2734,6303,0.434,446,1237,0.361,2288,5066,0.452,1878,2498,0.752,982,2315,3297,1645,662,403,1288,2031,7792
1996,NBA,Milwaukee Bucks,MIL,FALSE,82,19730,3084,6421,0.48,514,1296,0.397,2570,5125,0.501,1590,2193,0.725,998,2305,3303,1940,648,373,1212,1752,8272
1996,NBA,Minnesota Timberwolves,MIN,FALSE,82,19780,3086,6586,0.469,530,1393,0.38,2556,5193,0.492,1761,2368,0.744,1036,2317,3353,1966,725,498,1343,1940,8463
1996,NBA,New Jersey Nets,NJN,FALSE,82,19905,3006,6625,0.454,543,1415,0.384,2463,5210,0.473,1476,1994,0.74,1028,2355,3383,1876,665,516,1270,1925,8031
1996,NBA,New York Knicks,NYK,TRUE,82,19830,2859,6471,0.442,442,1311,0.337,2417,5160,0.468,1621,2191,0.74,995,2425,3420,1671,653,281,1293,1762,7781
1996,NBA,Orlando Magic,ORL,TRUE,82,19855,3060,6736,0.454,496,1357,0.366,2564,5379,0.477,1499,2037,0.736,1087,2365,3452,1869,644,324,1238,1827,8115
1996,NBA,Philadelphia 76ers,PHI,FALSE,82,19730,3284,6796,0.483,526,1421,0.37,2758,5375,0.513,1472,1986,0.741,1164,2478,3642,2109,723,469,1288,1912,8566
1996,NBA,Phoenix Suns,PHO,TRUE,82,19955,3217,6837,0.471,551,1492,0.369,2666,5345,0.499,1540,2083,0.739,1003,2382,3385,2088,586,420,1191,2011,8525
1996,NBA,Portland Trail Blazers,POR,TRUE,82,19905,2953,6677,0.442,472,1355,0.348,2481,5322,0.466,1574,2127,0.74,932,2316,3248,1817,708,409,1192,1996,7952
1996,NBA,Sacramento Kings,SAC,TRUE,82,19755,2987,6461,0.462,461,1215,0.379,2526,5246,0.482,1950,2596,0.751,1056,2312,3368,1805,767,505,1356,2006,8385
1996,NBA,San Antonio Spurs,SAS,TRUE,82,19780,3017,6866,0.439,441,1337,0.33,2576,5529,0.466,1485,2034,0.73,1109,2473,3582,1849,604,428,1257,1972,7960
1996,NBA,Seattle SuperSonics,SEA,TRUE,82,19880,2873,6553,0.438,533,1531,0.348,2340,5022,0.466,1654,2309,0.716,1074,2255,3329,1776,758,391,1517,2010,7933
1996,NBA,Toronto Raptors,TOR,FALSE,82,19830,3146,6624,0.475,519,1416,0.367,2627,5208,0.504,1799,2416,0.745,1098,2274,3372,1990,766,482,1326,1739,8610
1996,NBA,Utah Jazz,UTA,TRUE,82,19780,2747,6174,0.445,550,1428,0.385,2197,4746,0.463,1820,2422,0.751,936,2149,3085,1640,584,409,1284,1983,7864
1996,NBA,Vancouver Grizzlies,VAN,FALSE,82,19880,3080,6486,0.475,459,1226,0.374,2621,5260,0.498,1561,2129,0.733,1102,2550,3652,1988,698,474,1423,1785,8180
1996,NBA,Washington Bullets,WSB,FALSE,82,19805,3061,6650,0.46,377,1103,0.342,2684,5547,0.484,1822,2378,0.766,1105,2370,3475,1690,696,390,1362,1891,8321
1996,NBA,League Average,NA,FALSE,82,19813,3038,6575,0.462,483,1316,0.367,2555,5259,0.486,1601,2164,0.74,1035,2348,3383,1860,654,415,1298,1890,8159
1995,NBA,Atlanta Hawks,ATL,TRUE,82,19855,3001,6485,0.463,420,1212,0.347,2581,5273,0.489,1394,1919,0.726,1051,2391,3442,1733,608,320,1359,1815,7816
1995,NBA,Boston Celtics,BOS,TRUE,82,19805,3303,6820,0.484,375,1047,0.358,2928,5773,0.507,1601,2225,0.72,1064,2335,3399,1999,653,454,1232,1922,8582
1995,NBA,Charlotte Hornets,CHH,TRUE,82,19805,3088,6807,0.454,429,1289,0.333,2659,5518,0.482,1375,1859,0.74,1102,2365,3467,1898,535,368,1216,1859,7980
1995,NBA,Chicago Bulls,CHI,TRUE,82,19830,2923,6399,0.457,401,1150,0.349,2522,5249,0.48,1682,2280,0.738,1068,2252,3320,1713,687,369,1485,1892,7929
1995,NBA,Cleveland Cavaliers,CLE,TRUE,82,19930,2803,6083,0.461,396,1108,0.357,2407,4975,0.484,1364,1801,0.757,851,2246,3097,1812,556,433,1213,1770,7366
1995,NBA,Dallas Mavericks,DAL,FALSE,82,19930,3407,6982,0.488,432,1181,0.366,2975,5801,0.513,1454,1981,0.734,1053,2379,3432,1991,722,502,1250,1925,8700
1995,NBA,Denver Nuggets,DEN,TRUE,82,19980,3050,6695,0.456,419,1208,0.347,2631,5487,0.479,1721,2296,0.75,1021,2207,3228,1784,640,460,1167,1956,8240
1995,NBA,Detroit Pistons,DET,FALSE,82,19730,3120,6558,0.476,448,1235,0.363,2672,5323,0.502,1963,2720,0.722,1147,2432,3579,2013,693,439,1286,1746,8651
1995,NBA,Golden State Warriors,GSW,FALSE,82,19905,3527,7233,0.488,492,1384,0.355,3035,5849,0.519,1565,2175,0.72,1196,2527,3723,2345,865,412,1326,2133,9111
1995,NBA,Houston Rockets,HOU,TRUE,82,19730,3202,7061,0.453,506,1345,0.376,2696,5716,0.472,1407,1874,0.751,1165,2386,3551,1940,744,365,1274,1779,8317
1995,NBA,Indiana Pacers,IND,TRUE,82,19780,2921,6408,0.456,475,1304,0.364,2446,5104,0.479,1516,2089,0.726,1048,2156,3204,1804,691,416,1370,2058,7833
1995,NBA,Los Angeles Clippers,LAC,FALSE,82,19880,3207,6470,0.496,388,1049,0.37,2819,5421,0.52,1876,2503,0.75,1083,2536,3619,1917,693,459,1506,1905,8678
1995,NBA,Los Angeles Lakers,LAL,TRUE,82,19905,3299,7050,0.468,456,1294,0.352,2843,5756,0.494,1580,2233,0.708,1283,2474,3757,2203,644,489,1390,1807,8634
1995,NBA,Miami Heat,MIA,FALSE,82,19805,3092,6566,0.471,511,1417,0.361,2581,5149,0.501,1732,2340,0.74,1036,2355,3391,1860,656,385,1332,1896,8427
1995,NBA,Milwaukee Bucks,MIL,FALSE,82,19855,3248,6589,0.493,491,1242,0.395,2757,5347,0.516,1517,2081,0.729,1014,2337,3351,2103,770,407,1359,1973,8504
1995,NBA,Minnesota Timberwolves,MIN,FALSE,82,19780,3088,6509,0.474,468,1243,0.377,2620,5266,0.498,1820,2491,0.731,1169,2305,3474,2069,703,512,1323,1982,8464
1995,NBA,New Jersey Nets,NJN,FALSE,82,19880,3182,6904,0.461,440,1176,0.374,2742,5728,0.479,1495,2073,0.721,1056,2435,3491,1826,733,440,1104,1911,8299
1995,NBA,New York Knicks,NYK,TRUE,82,19780,2800,6410,0.437,397,1165,0.341,2403,5245,0.458,1802,2449,0.736,1021,2317,3338,1584,639,324,1264,1907,7799
1995,NBA,Orlando Magic,ORL,TRUE,82,19930,3242,7093,0.457,468,1239,0.378,2774,5854,0.474,1560,2106,0.741,1136,2226,3362,1986,700,367,1234,1954,8512
1995,NBA,Philadelphia 76ers,PHI,FALSE,82,19805,3100,6663,0.465,467,1287,0.363,2633,5376,0.49,1569,2057,0.763,1143,2317,3460,1992,712,422,1299,1859,8236
1995,NBA,Phoenix Suns,PHO,TRUE,82,19830,3320,6963,0.477,525,1544,0.34,2795,5419,0.516,1590,2138,0.744,1038,2431,3469,2149,658,391,1285,2026,8755
1995,NBA,Portland Trail Blazers,POR,TRUE,82,19705,2951,6465,0.456,442,1189,0.372,2509,5276,0.476,1794,2380,0.754,883,2295,3178,1789,638,405,1302,1938,8138
1995,NBA,Sacramento Kings,SAC,FALSE,82,19855,2964,6549,0.453,377,1240,0.304,2587,5309,0.487,1833,2473,0.741,1145,2268,3413,1820,756,515,1348,2033,8138
1995,NBA,San Antonio Spurs,SAS,TRUE,82,19855,3168,6974,0.454,426,1251,0.341,2742,5723,0.479,1491,2089,0.714,1017,2303,3320,1878,633,408,1182,2063,8253
1995,NBA,Seattle SuperSonics,SEA,TRUE,82,19830,3008,6637,0.453,520,1514,0.343,2488,5123,0.486,1848,2514,0.735,1064,2207,3271,1849,652,493,1485,2024,8384
1995,NBA,Utah Jazz,UTA,TRUE,82,19780,2845,6282,0.453,546,1431,0.382,2299,4851,0.474,1835,2477,0.741,917,2125,3042,1713,648,429,1353,2053,8071
1995,NBA,Washington Bullets,WSB,FALSE,82,19855,3246,6768,0.48,438,1145,0.383,2808,5623,0.499,1771,2315,0.765,1107,2521,3628,1959,701,446,1359,1775,8701
1995,NBA,League Average,NA,FALSE,82,19837,3115,6682,0.466,450,1255,0.359,2665,5427,0.491,1635,2220,0.737,1070,2338,3408,1916,679,423,1308,1924,8315
1994,NBA,Atlanta Hawks,ATL,TRUE,82,19755,3163,6954,0.455,275,872,0.315,2888,6082,0.475,1285,1732,0.742,1157,2358,3515,1897,641,338,1465,1722,7886
1994,NBA,Boston Celtics,BOS,FALSE,82,19905,3357,7034,0.477,231,665,0.347,3126,6369,0.491,1673,2218,0.754,1131,2508,3639,2089,690,414,1273,1738,8618
1994,NBA,Charlotte Hornets,CHH,FALSE,82,19830,3463,7359,0.471,317,916,0.346,3146,6443,0.488,1507,2036,0.74,1217,2467,3684,2116,629,430,1260,1761,8750
1994,NBA,Chicago Bulls,CHI,TRUE,82,19780,3029,6542,0.463,252,780,0.323,2777,5762,0.482,1470,1987,0.74,985,2240,3225,1840,730,374,1335,1725,7780
1994,NBA,Cleveland Cavaliers,CLE,TRUE,82,19855,3131,6741,0.464,258,729,0.354,2873,6012,0.478,1446,1967,0.735,1059,2335,3394,2006,628,461,1293,1797,7966
1994,NBA,Dallas Mavericks,DAL,FALSE,82,19730,3212,6508,0.494,249,688,0.362,2963,5820,0.509,1841,2498,0.737,1101,2503,3604,1970,782,507,1428,1649,8514
1994,NBA,Denver Nuggets,DEN,TRUE,82,19755,3065,7000,0.438,208,717,0.29,2857,6283,0.455,1761,2349,0.75,1118,2331,3449,1745,725,502,1245,1957,8099
1994,NBA,Detroit Pistons,DET,FALSE,82,19730,3255,6878,0.473,272,814,0.334,2983,6064,0.492,1805,2451,0.736,1191,2590,3781,2097,721,368,1169,1602,8587
1994,NBA,Golden State Warriors,GSW,TRUE,82,19780,3428,7332,0.468,305,869,0.351,3123,6463,0.483,1540,2108,0.731,1324,2408,3732,2184,842,408,1426,1870,8701
1994,NBA,Houston Rockets,HOU,TRUE,82,19780,3152,7166,0.44,257,841,0.306,2895,6325,0.458,1377,1871,0.736,1138,2434,3572,1901,767,312,1221,1743,7938
1994,NBA,Indiana Pacers,IND,TRUE,82,19755,2978,6614,0.45,273,815,0.335,2705,5799,0.466,1768,2422,0.73,1132,2153,3285,1902,826,389,1340,1986,7997
1994,NBA,Los Angeles Clippers,LAC,FALSE,82,19780,3512,7421,0.473,308,882,0.349,3204,6539,0.49,1584,2209,0.717,1348,2568,3916,2220,898,476,1364,1788,8916
1994,NBA,Los Angeles Lakers,LAL,FALSE,82,19755,3337,7008,0.476,228,723,0.315,3109,6285,0.495,1683,2346,0.717,1284,2533,3817,2163,664,427,1344,1659,8585
1994,NBA,Miami Heat,MIA,TRUE,82,19805,3036,6641,0.457,295,892,0.331,2741,5749,0.477,1889,2527,0.748,1074,2266,3340,1821,689,438,1314,1946,8256
1994,NBA,Milwaukee Bucks,MIL,FALSE,82,19705,3255,6625,0.491,286,789,0.362,2969,5836,0.509,1684,2284,0.737,1086,2495,3581,2092,768,420,1416,1777,8480
1994,NBA,Minnesota Timberwolves,MIN,FALSE,82,19730,3244,6874,0.472,227,738,0.308,3017,6136,0.492,1783,2451,0.727,1102,2296,3398,2108,824,549,1164,1855,8498
1994,NBA,New Jersey Nets,NJN,TRUE,82,19830,3266,7125,0.458,235,739,0.318,3031,6386,0.475,1514,2038,0.743,1142,2528,3670,1919,715,582,1248,1901,8281
1994,NBA,New York Knicks,NYK,TRUE,82,19755,2783,6451,0.431,253,825,0.307,2530,5626,0.45,1684,2341,0.719,1016,2245,3261,1677,677,333,1420,1897,7503
1994,NBA,Orlando Magic,ORL,TRUE,82,19730,3263,7125,0.458,296,847,0.349,2967,6278,0.473,1525,2047,0.745,1197,2305,3502,2103,756,442,1228,1844,8347
1994,NBA,Philadelphia 76ers,PHI,FALSE,82,19805,3549,7338,0.484,263,795,0.331,3286,6543,0.502,1297,1744,0.744,1202,2607,3809,2357,806,385,1190,1729,8658
1994,NBA,Phoenix Suns,PHO,TRUE,82,19705,3379,7135,0.474,283,863,0.328,3096,6272,0.494,1438,1998,0.72,1086,2247,3333,2154,748,437,1254,1870,8479
1994,NBA,Portland Trail Blazers,POR,TRUE,82,19755,3311,7057,0.469,296,830,0.357,3015,6227,0.484,1661,2216,0.75,1016,2481,3497,2094,654,393,1391,1944,8579
1994,NBA,Sacramento Kings,SAC,FALSE,82,19755,3360,7017,0.479,277,771,0.359,3083,6246,0.494,1767,2448,0.722,1189,2574,3763,2052,746,498,1341,1895,8764
1994,NBA,San Antonio Spurs,SAS,TRUE,82,19780,3066,6880,0.446,290,871,0.333,2776,6009,0.462,1349,1875,0.719,1089,2153,3242,1769,632,346,1020,1791,7771
1994,NBA,Seattle SuperSonics,SEA,TRUE,82,19730,2928,6459,0.453,326,946,0.345,2602,5513,0.472,1760,2374,0.741,1084,2191,3275,1808,686,421,1666,1884,7942
1994,NBA,Utah Jazz,UTA,TRUE,82,19830,2973,6641,0.448,289,967,0.299,2684,5674,0.473,1773,2444,0.725,1100,2327,3427,1806,593,459,1318,1922,8008
1994,NBA,Washington Bullets,WSB,FALSE,82,19705,3569,7026,0.508,252,723,0.349,3317,6303,0.526,1444,1996,0.723,1119,2362,3481,2113,815,470,1291,1823,8834
1994,NBA,League Average,NA,FALSE,82,19771,3225,6924,0.466,270,811,0.333,2954,6113,0.483,1604,2184,0.734,1137,2389,3526,2000,728,429,1312,1818,8324
1993,NBA,Atlanta Hawks,ATL,TRUE,82,19830,3509,7074,0.496,281,833,0.337,3228,6241,0.517,1586,2092,0.758,1080,2413,3493,2189,735,363,1363,1881,8885
1993,NBA,Boston Celtics,BOS,TRUE,82,19780,3232,6980,0.463,216,650,0.332,3016,6330,0.476,1749,2269,0.771,1094,2378,3472,1971,637,386,1181,1676,8429
1993,NBA,Charlotte Hornets,CHH,TRUE,82,19755,3634,7698,0.472,234,753,0.311,3400,6945,0.49,1548,2080,0.744,1350,2403,3753,2277,599,438,1245,1923,9050
1993,NBA,Chicago Bulls,CHI,TRUE,82,19830,3139,6622,0.474,247,685,0.361,2892,5937,0.487,1584,2033,0.779,1039,2265,3304,1918,595,357,1372,1731,8109
1993,NBA,Cleveland Cavaliers,CLE,TRUE,82,19830,3370,7229,0.466,229,695,0.329,3141,6534,0.481,1334,1742,0.766,1115,2379,3494,2109,610,365,1203,1828,8303
1993,NBA,Dallas Mavericks,DAL,FALSE,82,19730,3401,6783,0.501,234,653,0.358,3167,6130,0.517,2351,3071,0.766,1063,2740,3803,2047,802,520,1273,1861,9387
1993,NBA,Denver Nuggets,DEN,FALSE,82,19830,3324,7214,0.461,222,647,0.343,3102,6567,0.472,1899,2517,0.754,1159,2505,3664,1890,750,503,1340,1983,8769
1993,NBA,Detroit Pistons,DET,FALSE,82,19780,3321,6906,0.481,261,769,0.339,3060,6137,0.499,1463,1987,0.736,1099,2442,3541,2048,623,363,1219,1804,8366
1993,NBA,Golden State Warriors,GSW,FALSE,82,19905,3471,7197,0.482,272,794,0.343,3199,6403,0.5,1881,2492,0.755,1174,2345,3519,2098,824,457,1350,1993,9095
1993,NBA,Houston Rockets,HOU,TRUE,82,19780,3255,7129,0.457,242,730,0.332,3013,6399,0.471,1432,1877,0.763,1167,2295,3462,1965,717,327,1228,1793,8184
1993,NBA,Indiana Pacers,IND,TRUE,82,19755,3262,6955,0.469,216,706,0.306,3046,6249,0.487,1957,2635,0.743,1189,2345,3534,1987,693,387,1178,1979,8697
1993,NBA,Los Angeles Clippers,LAC,TRUE,82,19805,3311,7051,0.47,275,790,0.348,3036,6261,0.485,1857,2434,0.763,1179,2437,3616,1970,765,453,1445,1772,8754
1993,NBA,Los Angeles Lakers,LAL,TRUE,82,19830,3438,7116,0.483,245,726,0.337,3193,6390,0.5,1529,2050,0.746,1158,2411,3569,2130,686,384,1334,1872,8650
1993,NBA,Miami Heat,MIA,FALSE,82,20005,3232,6791,0.476,265,781,0.339,2967,6010,0.494,1860,2416,0.77,1032,2424,3456,1965,656,426,1304,2053,8589
1993,NBA,Milwaukee Bucks,MIL,FALSE,82,19730,3303,6843,0.483,269,783,0.344,3034,6060,0.501,1823,2437,0.748,1269,2398,3667,2087,773,456,1476,1810,8698
1993,NBA,Minnesota Timberwolves,MIN,FALSE,82,19855,3323,6814,0.488,208,578,0.36,3115,6236,0.5,1830,2413,0.758,1122,2331,3453,2144,734,494,1231,1875,8684
1993,NBA,New Jersey Nets,NJN,TRUE,82,19780,3231,6945,0.465,201,618,0.325,3030,6327,0.479,1665,2248,0.741,1102,2345,3447,1786,780,416,1304,1881,8328
1993,NBA,New York Knicks,NYK,TRUE,82,19930,2822,6621,0.426,230,753,0.305,2592,5868,0.442,1949,2582,0.755,1031,2325,3356,1658,657,384,1360,2010,7823
1993,NBA,Orlando Magic,ORL,FALSE,82,19880,3307,7255,0.456,248,754,0.329,3059,6501,0.471,1682,2306,0.729,1166,2271,3437,2091,715,401,1119,1975,8544
1993,NBA,Philadelphia 76ers,PHI,FALSE,82,19930,3666,7548,0.486,280,782,0.358,3386,6766,0.5,1417,1878,0.755,1258,2634,3892,2406,781,491,1290,1790,9029
1993,NBA,Phoenix Suns,PHO,TRUE,82,19730,3500,7307,0.479,250,750,0.333,3250,6557,0.496,1502,2078,0.723,1118,2316,3434,2107,708,512,1328,2041,8752
1993,NBA,Portland Trail Blazers,POR,TRUE,82,19905,3337,7125,0.468,277,811,0.342,3060,6314,0.485,1692,2226,0.76,1022,2527,3549,2059,649,452,1404,2089,8643
1993,NBA,Sacramento Kings,SAC,FALSE,82,19780,3420,7024,0.487,213,680,0.313,3207,6344,0.506,2054,2711,0.758,1138,2562,3700,2073,767,551,1466,2010,9107
1993,NBA,San Antonio Spurs,SAS,TRUE,82,19855,3290,7177,0.458,270,747,0.361,3020,6430,0.47,1583,2051,0.772,1082,2388,3470,1905,655,373,1131,1998,8433
1993,NBA,Seattle SuperSonics,SEA,TRUE,82,19780,3143,6707,0.469,272,808,0.337,2871,5899,0.487,1746,2299,0.759,1075,2220,3295,1835,655,406,1516,1853,8304
1993,NBA,Utah Jazz,UTA,TRUE,82,19755,3258,6970,0.467,272,836,0.325,2986,6134,0.487,1743,2343,0.744,1120,2314,3434,1928,648,468,1291,1970,8531
1993,NBA,Washington Bullets,WSB,FALSE,82,19805,3557,7214,0.493,239,712,0.336,3318,6502,0.51,1577,2106,0.749,1135,2555,3690,2062,718,425,1279,1818,8930
1993,NBA,League Average,NA,FALSE,82,19821,3335,7048,0.473,247,734,0.336,3088,6314,0.489,1715,2273,0.754,1131,2406,3537,2026,701,428,1305,1899,8632
1992,NBA,Atlanta Hawks,ATL,FALSE,82,19905,3523,7342,0.48,251,732,0.343,3272,6610,0.495,1537,2006,0.766,1160,2545,3705,2168,711,393,1253,1732,8834
1992,NBA,Boston Celtics,BOS,TRUE,82,19780,3323,7293,0.456,201,652,0.308,3122,6641,0.47,1601,2084,0.768,1178,2333,3511,1923,680,414,1114,1634,8448
1992,NBA,Charlotte Hornets,CHH,FALSE,82,19805,3717,7495,0.496,205,632,0.324,3512,6863,0.512,1661,2241,0.741,1253,2581,3834,2366,621,524,1392,1750,9300
1992,NBA,Chicago Bulls,CHI,TRUE,82,19830,3206,6970,0.46,218,657,0.332,2988,6313,0.473,1525,1985,0.768,1081,2171,3252,1841,631,352,1288,1800,8155
1992,NBA,Cleveland Cavaliers,CLE,TRUE,82,19805,3496,7435,0.47,193,581,0.332,3303,6854,0.482,1294,1683,0.769,1236,2376,3612,2156,649,417,1150,1874,8479
