season,lg,player,player_id,age,team,pos,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,e_fg_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
2003,NBA,Shawn Kemp,kempsh01,33,ORL,C,79,55,1633,6.7,15.9,0.418,0,0,0,6.7,15.9,0.419,0.418,3.6,4.9,0.742,4.6,9.6,14.2,1.7,2.1,1,3.2,7.5,17,95,102
2003,NBA,Steve Kerr,kerrst01,37,SAS,PG,75,0,952,6.2,14.3,0.43,2.7,6.9,0.395,3.4,7.4,0.462,0.525,1.7,1.9,0.882,0.7,2.7,3.4,3.9,1.5,0.2,2,2.7,16.7,111,105
2003,NBA,Jason Kidd,kiddja01,29,NJN,PG,80,80,2989,9,21.8,0.414,2.2,6.5,0.341,6.8,15.3,0.445,0.465,5.9,7.1,0.841,1.9,6.9,8.8,12.5,3.1,0.4,5.2,2.2,26.2,106,96
2003,NBA,Andrei Kirilenko,kirilan01,21,UTA,SF,80,11,2213,7.7,15.6,0.491,0.9,2.8,0.325,6.8,12.8,0.527,0.519,7.2,9,0.8,3.6,6.6,10.2,3.4,2.9,4.3,3.3,4.5,23.4,116,98
2003,NBA,Kerry Kittles,kittlke01,28,NJN,SG,65,57,1951,8.9,19.1,0.467,2.1,5.9,0.356,6.8,13.2,0.516,0.522,2.8,3.6,0.785,1.4,5.4,6.8,4.6,2.7,0.8,1.5,3,22.8,115,98
2003,NBA,Brevin Knight,knighbr01,27,MEM,PG,55,4,928,5.4,12.7,0.425,0.1,0.4,0.25,5.3,12.3,0.432,0.43,1.1,2.1,0.541,0.8,3.7,4.5,13,3.9,0.1,5.2,6.9,12.1,90,106
2003,NBA,Travis Knight,knightr01,28,NYK,C,32,0,287,4.6,12,0.385,0,0.2,0,4.6,11.8,0.391,0.385,1.8,2.4,0.769,3.3,8.1,11.4,2.6,1.5,1.7,1.8,8.1,11.1,94,104
2003,NBA,Toni Kukoč,kukocto01,34,MIL,PF,63,0,1704,7.8,18,0.432,3,8.2,0.361,4.8,9.8,0.49,0.514,4.3,6,0.706,2.1,6.2,8.3,7.2,2.5,0.9,3.8,4.2,22.8,108,107
2003,NBA,Christian Laettner,laettch01,33,WAS,PF,76,66,2215,6.3,12.7,0.494,0,0.4,0.125,6.2,12.3,0.506,0.496,2.9,3.5,0.833,2.8,9.5,12.3,5.8,2,1,2.1,5.1,15.5,113,102
2003,NBA,Raef LaFrentz,lafrera01,26,DAL,C,69,43,1611,8.6,16.5,0.518,1.5,3.7,0.405,7.1,12.8,0.55,0.563,1.9,2.8,0.682,4,6.6,10.6,1.7,1.1,2.9,1.5,8.5,20.6,118,102
2003,NBA,Sean Lampley,lamplse01,23,MIA,SF,35,0,487,6.3,14.5,0.434,0,0.4,0,6.3,14,0.448,0.434,6.4,9.2,0.695,2.9,6.4,9.3,3.5,0.8,0.3,2.8,4.8,19,103,105
2003,NBA,Dan Langhi,langhda01,25,PHO,SF,60,0,541,7.9,19.6,0.401,0.9,3,0.29,7,16.6,0.421,0.423,1.2,1.9,0.6,1.8,6.6,8.4,2,1.5,0.6,1.6,5.6,17.7,93,104
2003,NBA,Voshon Lenard,lenarvo01,29,TOR,SG,63,24,1929,9,22.4,0.402,2.5,7,0.365,6.5,15.4,0.418,0.459,4.3,5.4,0.804,1.3,4.5,5.9,4,1.6,0.6,2.9,4.3,24.9,102,109
2003,NBA,Rashard Lewis,lewisra02,23,SEA,SF,77,77,3044,9.3,20.6,0.452,1.3,3.9,0.346,8,16.7,0.476,0.484,5.1,6.2,0.82,2.7,6.3,9,2.4,1.8,0.6,2.6,3.7,25,108,105
2003,NBA,Randy Livingston,livinra01,27,NOH,PG,2,0,12,9,17.9,0.5,0,0,NA,9,17.9,0.5,0.5,9,9,1,0,0,0,4.5,0,0,0,0,26.9,141,111
2003,NBA,Art Long,longar01,30,2TM,PF,26,0,211,7,18.8,0.373,0.5,0.8,0.667,6.5,18,0.361,0.387,0.5,2.5,0.2,5.3,9.8,15,1.5,1.3,2.8,5,8.8,15,74,102
2003,NBA,Art Long,longar01,30,PHI,PF,19,0,131,7.6,20,0.38,0.4,0.4,1,7.2,19.6,0.367,0.39,0.4,2,0.2,5.2,10.8,16,0.8,0.8,3.2,3.6,8.8,16,79,100
2003,NBA,Art Long,longar01,30,TOR,PF,7,0,80,6,16.7,0.36,0.7,1.3,0.5,5.3,15.4,0.348,0.38,0.7,3.3,0.2,5.3,8,13.4,2.7,2,2,7.3,8.7,13.4,66,104
2003,NBA,Grant Long,longgr01,36,BOS,PF,41,1,488,2.9,7.6,0.386,0,0.3,0,2.9,7.3,0.403,0.386,1.9,2.5,0.783,2.6,6.4,9,2.7,1,0.1,2.1,6.7,7.8,94,104
2003,NBA,Tyronn Lue,luety01,25,WAS,PG,75,24,1986,6.8,15.7,0.433,1.6,4.8,0.341,5.2,10.9,0.474,0.485,2.5,2.9,0.875,0.6,3.5,4.1,7.2,1.3,0,2.1,4.1,17.7,109,108
2003,NBA,George Lynch,lynchge01,32,NOH,SG,81,32,1497,5.3,12.9,0.409,1,2.8,0.354,4.3,10,0.425,0.448,1.5,2.7,0.554,5,7.7,12.7,3.7,2.4,0.7,1.9,4.9,13,106,100
2003,NBA,Todd MacCulloch,maccuto01,27,PHI,C,42,35,812,8,15.4,0.517,0,0,NA,8,15.4,0.517,0.517,3.4,5.1,0.671,4.3,8.4,12.7,1.3,1.2,2.1,2.3,6.9,19.3,109,102
2003,NBA,Tito Maddox,maddoti01,21,HOU,SG,9,0,35,4.6,18.5,0.25,0,4.6,0,4.6,13.9,0.333,0.25,7.7,12.4,0.625,1.5,9.3,10.8,7.7,4.6,1.5,4.6,6.2,17,80,95
2003,NBA,Mark Madsen,madsema01,27,LAL,PF,54,22,781,4.6,10.8,0.423,0,0,NA,4.6,10.8,0.423,0.423,2.4,4.1,0.59,5.7,4.9,10.6,2.5,1,1.3,1.8,7.7,11.6,106,107
2003,NBA,Corey Maggette,maggeco01,23,LAC,SG,64,57,2006,9,20.3,0.444,1.6,4.6,0.35,7.4,15.6,0.471,0.484,8.5,10.6,0.802,2,6.4,8.4,3.2,1.4,0.4,3.9,5.1,28.1,109,108
2003,NBA,Jamaal Magloire,magloja01,24,NOH,C,82,82,2443,6.7,14,0.48,0,0.1,0,6.7,13.9,0.483,0.48,5.1,7.1,0.717,5.7,10.2,15.9,1.9,1.1,2.4,3.5,6.1,18.5,106,99
2003,NBA,Karl Malone,malonka01,39,UTA,PF,81,81,2936,10.9,23.6,0.462,0.1,0.3,0.214,10.8,23.3,0.464,0.463,8.7,11.4,0.763,2.1,9.4,11.5,6.9,2.5,0.6,3.8,3.7,30.5,109,100
2003,NBA,Matt Maloney,malonma01,31,ATL,PG,14,0,103,4.1,12.8,0.32,2.6,7.7,0.333,1.5,5.1,0.3,0.42,1.5,2.6,0.6,0.5,3.1,3.6,8.7,2,0,2.6,4.6,12.3,99,109
2003,NBA,Danny Manning,mannida01,36,DET,PF,13,0,89,8.1,19.9,0.406,1.9,5,0.375,6.2,14.9,0.417,0.453,3.1,3.7,0.833,4.4,6.8,11.2,4.4,5.6,1.9,4.4,6.8,21.1,96,91
2003,NBA,Stephon Marbury,marbust01,25,PHO,PG,81,81,3240,10.9,24.8,0.439,1.4,4.8,0.301,9.4,20,0.472,0.468,6.1,7.6,0.803,0.9,3.4,4.3,10.6,1.7,0.3,4.3,3.2,29.2,108,106
2003,NBA,Shawn Marion,mariosh01,24,PHO,SF,81,81,3373,10.3,22.8,0.452,2.2,5.7,0.387,8.1,17.1,0.473,0.5,3.9,4.6,0.851,3.1,8.9,12,3.1,2.9,1.5,2.4,3.2,26.7,111,98
2003,NBA,Sean Marks,marksse01,27,MIA,PF,23,0,223,5.4,14.5,0.373,0,0.2,0,5.4,14.2,0.379,0.373,2.5,3.7,0.667,2,6.6,8.6,0.7,1.2,1.5,3.4,9.1,13.2,76,103
2003,NBA,Donyell Marshall,marshdo01,29,CHI,PF,78,53,2378,9.1,19.8,0.459,0.7,1.9,0.379,8.4,17.9,0.467,0.477,3.6,4.8,0.756,5,10,15.1,3,2,1.8,2.9,5,22.5,105,102
2003,NBA,Donny Marshall,marshdo02,30,NJN,SF,3,0,6,0,26.2,0,0,8.7,0,0,17.5,0,0,0,0,NA,0,26.2,26.2,0,0,0,8.7,0,0,0,90
2003,NBA,Kenyon Martin,martike01,25,NJN,PF,77,77,2628,10.2,21.6,0.47,0.2,0.9,0.209,10,20.7,0.481,0.475,5.1,7.8,0.653,3.3,9.5,12.8,3.7,2,1.4,3.8,5.9,25.6,100,96
2003,NBA,Jamal Mashburn,mashbja01,30,NOH,SF,82,81,3321,10.8,25.7,0.422,1.9,4.9,0.389,8.9,20.7,0.43,0.46,5.1,6,0.848,1.1,7,8.1,7.5,1.3,0.3,3.7,3.2,28.7,105,103
2003,NBA,Anthony Mason,masonan01,36,MIL,C,65,58,2119,4.8,9.8,0.486,0,0,0,4.8,9.8,0.487,0.486,2.1,2.9,0.718,2.3,8.2,10.4,5.2,0.8,0.3,2,3.7,11.7,111,110
2003,NBA,Desmond Mason,masonde01,25,2TM,SF,80,40,2763,8.9,19.9,0.449,0.4,1.4,0.292,8.5,18.5,0.461,0.46,4.1,5.5,0.749,3,7.2,10.2,3.2,1.3,0.6,2.2,4.1,22.4,105,106
2003,NBA,Desmond Mason,masonde01,25,SEA,SF,52,15,1811,8.8,20.1,0.436,0.5,1.7,0.291,8.3,18.4,0.449,0.448,4,5.4,0.74,2.6,7.4,10.1,2.9,1.4,0.6,2.2,4.1,22,102,105
2003,NBA,Desmond Mason,masonde01,25,MIL,SF,28,25,952,9.3,19.5,0.474,0.3,0.9,0.294,9,18.6,0.483,0.481,4.4,5.7,0.765,3.7,6.8,10.5,3.8,1.1,0.6,2.3,4.1,23.1,110,110
2003,NBA,Roger Mason,masonro01,22,CHI,SF,17,0,113,5,14.1,0.355,2.7,8.2,0.333,2.3,5.9,0.385,0.452,0.9,0.9,1,0.9,4.5,5.4,5.4,1.8,0,2.3,9.1,13.6,98,108
2003,NBA,Tony Massenburg,masseto01,35,UTA,C,58,1,792,7.1,15.7,0.448,0,0,NA,7.1,15.7,0.448,0.448,4.4,5.7,0.774,4,6.6,10.6,1.2,1.2,1.3,3.4,9.8,18.5,98,104
2003,NBA,Walter McCarty,mccarwa01,28,BOS,SF,82,8,1949,4.7,11.3,0.414,2.5,6.7,0.367,2.2,4.6,0.482,0.523,1.7,2.7,0.622,1.7,6.1,7.8,2.9,2.1,0.8,1.8,5.1,13.5,106,102
2003,NBA,Amal McCaskill,mccasam01,29,ATL,C,11,0,70,3,12.8,0.235,0,0,NA,3,12.8,0.235,0.235,2.3,3,0.75,5.3,11.3,16.6,3.8,2.3,0.8,1.5,9.8,8.3,85,102
2003,NBA,Jelani McCoy,mccoyje01,25,TOR,C,67,25,1367,7.6,15.4,0.491,0,0,NA,7.6,15.4,0.491,0.491,2.7,4.9,0.548,3.7,10.2,13.9,1.7,1.1,2.3,3.8,6.3,17.9,94,104
2003,NBA,Tracy McGrady,mcgratr01,23,ORL,SG,75,74,2954,14.5,31.6,0.457,3,7.8,0.386,11.5,23.8,0.481,0.505,10.1,12.7,0.793,2.1,6.4,8.5,7.2,2.2,1,3.4,2.7,42,116,104
2003,NBA,Jeff McInnis,mcinnje01,28,POR,PG,75,1,1311,7.7,17.3,0.444,0.2,1.4,0.171,7.5,15.9,0.469,0.452,2,2.7,0.746,0.9,3.1,4,7,0.9,0.1,3.1,4.8,17.7,99,108
2003,NBA,Aaron McKie,mckieaa01,30,PHI,SF,80,40,2374,6.3,14.7,0.429,0.8,2.5,0.33,5.5,12.3,0.449,0.457,2.5,3,0.836,1.3,6.4,7.7,6.1,2.9,0.2,2.4,3.9,15.9,104,102
2003,NBA,Stanislav Medvedenko,medvest01,23,LAL,PF,58,10,620,9.4,21.6,0.434,0,0.2,0,9.4,21.4,0.438,0.434,2.6,3.6,0.721,5.5,6.3,11.8,1.5,0.9,0.7,3.1,9.9,21.3,96,107
2003,NBA,Ron Mercer,mercero01,26,IND,SG,72,3,1671,7.7,18.7,0.409,0.1,0.5,0.188,7.6,18.2,0.415,0.411,2,2.5,0.802,1,3.8,4.8,3.5,1.5,0.4,1.7,3.9,17.4,94,104
2003,NBA,Chris Mihm,mihmch01,23,CLE,C,52,0,809,7.3,18.1,0.404,0,0.2,0,7.3,17.9,0.408,0.404,4.8,6.6,0.724,5.9,8.7,14.6,1.8,1.1,2.4,3,7.8,19.4,97,105
2003,NBA,Darius Miles,milesda01,21,CLE,SF,67,62,2008,6.7,16.3,0.41,0,0.4,0,6.7,16,0.419,0.41,2.3,3.9,0.594,2.9,6.4,9.2,4.5,1.7,1.8,4.5,4,15.7,84,106
2003,NBA,Andre Miller,millean02,26,LAC,PG,80,80,2913,6.8,16.7,0.406,0.4,1.9,0.213,6.4,14.8,0.432,0.419,5.6,7.1,0.795,1.5,4.2,5.7,9.7,1.8,0.2,3.7,3.7,19.6,105,109
2003,NBA,Brad Miller,millebr01,26,IND,C,73,72,2270,7.6,15.4,0.493,0.1,0.4,0.313,7.5,15,0.498,0.497,6.7,8.2,0.818,4.3,9.7,13.9,4.5,1.5,1,2.7,4.7,22.1,118,100
2003,NBA,Mike Miller,millemi01,22,2TM,SF,65,52,2186,8.8,20.3,0.434,2.6,7.1,0.363,6.2,13.2,0.472,0.498,3.7,4.4,0.839,1.1,7,8,4,1,0.5,3,4.1,23.9,105,107
2003,NBA,Mike Miller,millemi01,22,ORL,SF,49,39,1826,8.4,20,0.418,2.5,7.2,0.34,5.9,12.8,0.462,0.48,3.6,4.2,0.847,1.1,6.9,8.1,3.9,1,0.5,2.8,3.9,22.8,103,107
2003,NBA,Mike Miller,millemi01,22,MEM,SF,16,13,360,11.1,21.7,0.51,3.2,6.3,0.5,7.9,15.4,0.514,0.583,4.2,5.2,0.806,0.9,7,7.9,4.5,0.9,0.7,3.7,4.9,29.5,111,109
2003,NBA,Reggie Miller,millere01,37,IND,SG,70,70,2117,7,15.8,0.441,2.8,7.9,0.355,4.2,7.9,0.527,0.53,5.1,5.7,0.9,0.5,3.7,4.3,4.2,1.5,0.1,1.6,2.2,21.8,122,105
2003,NBA,Chris Mills,millsch01,33,GSW,PF,21,0,262,7.6,20.6,0.368,1.4,4.9,0.28,6.2,15.7,0.395,0.401,3.1,3.5,0.889,3.7,6,9.7,4.3,1.4,0.6,1.9,5.6,19.6,104,111
2003,NBA,Yao Ming,mingya01,22,HOU,C,82,72,2382,9.1,18.3,0.498,0,0,0.5,9.1,18.2,0.498,0.499,6.8,8.4,0.811,4.4,10.9,15.3,3.1,0.7,3.3,3.9,5.2,25.1,111,100
2003,NBA,Cuttino Mobley,moblecu01,27,HOU,SG,73,73,3044,8.2,19,0.434,2,5.6,0.352,6.2,13.3,0.469,0.486,4.3,5,0.858,1.2,4.1,5.4,3.7,1.7,0.6,2.9,3.3,22.7,107,105
2003,NBA,Nazr Mohammed,mohamna01,25,ATL,C,35,0,445,7.9,18.9,0.421,0,0,NA,7.9,18.9,0.421,0.421,3.1,4.9,0.634,5.6,9.7,15.3,0.7,1.9,2.5,3,9.4,19,93,102
2003,NBA,Jérôme Moïso,moisoje01,24,NOH,C,51,1,644,7.4,14.3,0.52,0,0,NA,7.4,14.3,0.52,0.52,2.3,3.4,0.659,4.9,9.9,14.8,1.8,1.6,3.7,3.8,7.3,17.1,99,97
2003,NBA,Mikki Moore,mooremi01,27,2TM,C,8,0,43,6.1,16,0.385,0,0,NA,6.1,16,0.385,0.385,9.8,12.3,0.8,7.4,2.5,9.8,3.7,0,4.9,2.5,8.6,22.1,116,108
2003,NBA,Mikki Moore,mooremi01,27,BOS,C,3,0,12,0,4.4,0,0,0,NA,0,4.4,0,0,0,0,NA,4.4,0,4.4,0,0,8.8,0,26.4,0,60,101
2003,NBA,Mikki Moore,mooremi01,27,ATL,C,5,0,31,8.5,20.4,0.417,0,0,NA,8.5,20.4,0.417,0.417,13.6,17,0.8,8.5,3.4,11.9,5.1,0,3.4,3.4,1.7,30.6,119,110
2003,NBA,Terence Morris,morrite01,24,HOU,SF,49,0,632,7,15.1,0.466,0.6,2.7,0.219,6.4,12.3,0.521,0.486,0.9,1.2,0.786,3.4,7.5,11,2.1,0.7,1.5,2.5,3,15.6,101,104
2003,NBA,Troy Murphy,murphtr01,22,GSW,PF,79,79,2510,6.9,15.2,0.451,0.1,0.3,0.214,6.8,14.9,0.456,0.453,5,5.9,0.841,4.6,11.7,16.4,2.2,1.3,0.6,2.3,5,18.7,113,107
2003,NBA,Ronald Murray,murraro01,23,2TM,SG,14,0,62,9.5,26.8,0.355,0,4.3,0,9.5,22.5,0.423,0.355,4.3,6.9,0.625,0,3.5,3.5,4.3,3.5,0,6.9,0,23.3,71,107
2003,NBA,Ronald Murray,murraro01,23,MIL,SG,12,0,42,11.4,32.9,0.346,0,5.1,0,11.4,27.8,0.409,0.346,6.3,10.1,0.625,0,1.3,1.3,3.8,5.1,0,5.1,0,29.1,76,106
2003,NBA,Ronald Murray,murraro01,23,SEA,SG,2,0,20,5.5,13.6,0.4,0,2.7,0,5.5,10.9,0.5,0.4,0,0,NA,0,8.2,8.2,5.5,0,0,10.9,0,10.9,52,108
2003,NBA,Tracy Murray,murratr01,31,LAL,SF,31,0,193,6.2,19.1,0.324,2.2,10.2,0.211,4,8.9,0.455,0.38,1.9,2.4,0.778,1.3,4.8,6.2,3.2,1.3,0.8,3.8,5.9,16.4,81,107
2003,NBA,Dikembe Mutombo,mutomdi01,36,NJN,C,24,16,514,5,13.4,0.374,0,0,NA,5,13.4,0.374,0.374,4.1,5.6,0.727,5.5,10.1,15.6,1.9,0.4,3.8,3.5,5.5,14.1,92,96
2003,NBA,Boštjan Nachbar,nachbbo01,22,HOU,SF,14,1,77,7.7,21.8,0.355,1.4,7,0.2,6.3,14.7,0.429,0.387,3.5,7,0.5,2.1,5.6,7.7,2.1,1.4,1.4,4.2,9.1,20.4,81,104
2003,NBA,Lee Nailon,nailole01,27,NYK,SF,38,0,405,11,24.8,0.442,0,0.1,0,11,24.7,0.444,0.442,5.5,6.7,0.824,4.2,5,9.1,3.4,0.8,0.4,4.2,6,27.4,97,109
2003,NBA,Eduardo Nájera,najered01,26,DAL,SF,48,12,1103,6.1,10.9,0.558,0,0,0,6.1,10.8,0.561,0.558,2.9,4.3,0.681,4.2,6.3,10.5,2.2,1.9,1,1.1,6.1,15,127,102
2003,NBA,Steve Nash,nashst01,28,DAL,PG,82,82,2711,9.9,21.3,0.465,2.1,5.1,0.413,7.8,16.2,0.482,0.515,5.9,6.5,0.909,1.2,3.3,4.5,11.4,1.6,0.1,3.7,2.6,27.8,118,106
2003,NBA,Mamadou N'Diaye,ndiayma02,27,TOR,C,22,8,364,6.3,14.1,0.448,0,0,NA,6.3,14.1,0.448,0.448,5,6.9,0.723,4.3,7.8,12,1,1.2,4.7,3.1,8.5,17.6,100,103
2003,NBA,Rasho Nesterović,nestera01,26,MIN,C,77,77,2337,8.9,17,0.525,0,0,0,8.9,17,0.526,0.525,1.4,2.1,0.642,3.3,8,11.3,2.5,0.9,2.6,2.2,5.7,19.2,106,103
2003,NBA,Ira Newble,newblir01,28,ATL,SF,73,45,1931,6.3,12.8,0.495,0.9,2.3,0.381,5.4,10.5,0.52,0.529,1.9,2.5,0.778,2.4,5.1,7.4,2.7,1.4,0.7,1.9,4.8,15.4,111,109
2003,NBA,Moochie Norris,norrimo01,29,HOU,PG,82,3,1375,5.3,13,0.406,0.4,1.8,0.244,4.8,11.2,0.432,0.423,3.1,4.5,0.684,1.5,4.8,6.3,7.7,2.2,0.2,3.4,2.8,14,99,104
2003,NBA,Dirk Nowitzki,nowitdi01,24,DAL,PF,80,80,3117,11.5,24.8,0.463,2.5,6.5,0.379,9,18.3,0.493,0.513,8,9.1,0.881,1.3,11.8,13.2,4,1.8,1.4,2.5,3.4,33.5,117,98
2003,NBA,Charles Oakley,oaklech01,39,WAS,C,42,1,514,2.4,5.8,0.418,0,0,NA,2.4,5.8,0.418,0.418,3,3.6,0.824,3.9,7.4,11.3,4.2,1.4,0.6,2.2,9.5,7.8,110,105
2003,NBA,Lamar Odom,odomla01,23,LAC,SF,49,47,1679,8.4,19.1,0.439,1.3,4,0.326,7.1,15.1,0.469,0.473,4.3,5.5,0.777,1.8,8.4,10.2,5.6,1.3,1.3,4.4,5.7,22.3,99,106
2003,NBA,Mehmet Okur,okurme01,23,DET,PF,72,9,1366,7.3,17.1,0.426,1.5,4.5,0.339,5.8,12.6,0.457,0.47,3.9,5.3,0.733,4.7,8.8,13.6,2.9,1,1.6,2.7,6.8,20,106,99
2003,NBA,Dean Oliver,olivede01,24,GSW,PG,15,0,93,3.8,15.9,0.241,0.5,3.3,0.167,3.3,12.6,0.261,0.259,3.8,4.4,0.875,4.4,4.4,8.8,12.6,3.8,0,5.5,4.9,12,87,107
2003,NBA,Kevin Ollie,ollieke01,30,2TM,PG,82,5,1897,5.6,12.5,0.451,0.1,0.2,0.333,5.6,12.3,0.453,0.454,3.8,5,0.753,0.7,4.4,5.1,8.2,2,0.1,2,3.5,15.1,112,109
2003,NBA,Kevin Ollie,ollieke01,30,MIL,PG,53,4,1127,5.5,12,0.459,0,0.2,0.2,5.5,11.8,0.464,0.461,3.2,4.3,0.747,0.6,4.1,4.7,8.5,1.7,0.2,1.7,3.3,14.3,114,111
2003,NBA,Kevin Ollie,ollieke01,30,SEA,PG,29,1,770,5.8,13.2,0.441,0.1,0.1,1,5.7,13.1,0.438,0.444,4.7,6.2,0.759,0.9,5,5.9,7.8,2.3,0.1,2.5,3.6,16.4,108,105
2003,NBA,Michael Olowokandi,olowomi01,27,LAC,C,36,36,1369,7.1,16.7,0.427,0,0,NA,7.1,16.7,0.427,0.427,2.6,4,0.657,2.2,10.4,12.6,1.8,0.7,3,3.8,4.2,16.9,86,104
2003,NBA,Jermaine O'Neal,onealje01,24,IND,PF,77,76,2864,11.2,23.1,0.484,0.1,0.4,0.333,11,22.7,0.487,0.487,6.8,9.3,0.731,3.7,10.9,14.6,2.8,1.2,3.3,3.3,5.1,29.3,107,97
2003,NBA,Shaquille O'Neal,onealsh01,30,LAL,C,67,66,2535,14.2,24.8,0.574,0,0,NA,14.2,24.8,0.574,0.574,9.2,14.8,0.622,5.3,9.9,15.2,4.2,0.8,3.3,4,4.7,37.7,117,102
2003,NBA,Greg Ostertag,ostergr01,29,UTA,C,81,74,1926,4.7,9.1,0.518,0,0,NA,4.7,9.1,0.518,0.518,2.8,5.5,0.51,5,9,14,1.5,0.6,4.1,2.9,6.6,12.2,101,101
2003,NBA,Bo Outlaw,outlabo01,31,PHO,C,80,20,1800,4.5,8.1,0.55,0,0.1,0,4.5,8,0.554,0.55,2.1,3.4,0.621,3.9,6.8,10.7,3.3,1.5,2.1,2.2,5.7,11,113,102
2003,NBA,Chris Owens,owensch01,23,MEM,SF,1,0,6,17.3,25.9,0.667,0,0,NA,17.3,25.9,0.667,0.667,0,0,NA,8.6,0,8.6,0,0,0,8.6,0,34.5,95,117
2003,NBA,Olumide Oyedeji,oyedeol01,21,ORL,C,27,3,145,3.6,8.2,0.435,0,0,NA,3.6,8.2,0.435,0.435,2.5,3.9,0.636,3.6,14.2,17.8,1.8,1.8,1.1,1.8,10.7,9.6,103,99
2003,NBA,Robert Pack,packro01,33,NOH,PG,28,4,440,6.3,15.7,0.403,0,0.6,0,6.3,15.1,0.419,0.403,5,6.7,0.745,1.3,4.9,6.2,9.9,3.1,0,4.9,4.3,17.7,96,101
2003,NBA,Scott Padgett,padgesc01,26,UTA,PF,82,2,1321,6.9,17.2,0.402,1.8,5.4,0.338,5.1,11.8,0.431,0.455,3.3,4.4,0.757,3.4,7.7,11.1,3.5,1.7,1,2.8,6,19,102,103
2003,NBA,Milt Palacio,palacmi01,24,CLE,PG,80,46,1976,4.2,10,0.418,0.2,1,0.216,4,9.1,0.439,0.428,1.7,2.2,0.747,1.2,4.8,6.1,6.7,1.8,0.4,3.4,4.3,10.3,92,109
2003,NBA,Jannero Pargo,pargoja01,23,LAL,PG,34,0,342,5.6,14.1,0.398,1.1,3.6,0.292,4.6,10.5,0.435,0.435,0.6,0.6,1,1.4,4.2,5.6,5.9,2,0.3,3.5,6.8,12.9,90,107
2003,NBA,Smush Parker,parkesm01,21,CLE,PG,66,18,1103,6.3,15.7,0.402,1.8,5.5,0.322,4.5,10.2,0.445,0.459,4.5,5.5,0.831,1.3,4.2,5.5,7.5,2.2,0.6,6.2,4.9,18.9,92,108
2003,NBA,Tony Parker,parketo01,20,SAS,PG,82,82,2774,9.3,20.1,0.464,1.6,4.7,0.337,7.7,15.4,0.503,0.503,4.2,5.6,0.755,0.6,3.5,4.2,8.3,1.4,0.1,3.8,3.3,24.4,108,104
2003,NBA,Cherokee Parks,parksch02,30,LAC,PF,30,18,648,6.7,13.2,0.503,0.1,0.2,0.5,6.6,13.1,0.503,0.506,1.9,3.1,0.605,3.7,7,10.7,1.7,1.3,1.6,1.5,4.2,15.2,110,107
2003,NBA,Ruben Patterson,patteru01,27,POR,SF,78,17,1655,8.2,16.7,0.492,0.1,0.6,0.15,8.1,16.1,0.506,0.495,4.5,7.1,0.627,3.9,4.7,8.6,3.3,2.4,0.9,3.8,5.2,21.1,102,103
2003,NBA,Gary Payton,paytoga01,34,2TM,PG,80,80,3208,11.2,24.7,0.454,0.9,3.1,0.297,10.3,21.6,0.476,0.472,4.2,5.9,0.71,1.3,4.3,5.6,11.2,2.2,0.3,3.1,3,27.5,108,107
2003,NBA,Gary Payton,paytoga01,34,SEA,PG,52,52,2123,11.4,25.5,0.448,0.9,2.9,0.298,10.5,22.5,0.467,0.465,4.2,6,0.692,1.4,4.9,6.4,11.7,2.4,0.3,3.4,3,27.8,107,105
2003,NBA,Gary Payton,paytoga01,34,MIL,PG,28,28,1085,10.8,23.2,0.466,1,3.3,0.294,9.8,19.9,0.495,0.487,4.3,5.8,0.746,1.1,3.1,4.2,10.1,2,0.4,2.7,3.1,26.9,111,111
2003,NBA,Anthony Peeler,peelean01,33,MIN,SG,82,39,2245,5.9,14.2,0.414,2,4.9,0.41,3.8,9.2,0.416,0.485,0.9,1.2,0.78,0.9,4.7,5.6,5.7,1.7,0.3,1.9,3.7,14.7,104,106
2003,NBA,Wesley Person,persowe01,31,MEM,SG,66,44,1941,7.3,16,0.456,2.7,6.2,0.433,4.6,9.9,0.47,0.539,2.1,2.6,0.814,0.6,4.5,5.1,3,1.1,0.5,1.5,1.7,19.4,112,111
2003,NBA,Morris Peterson,petermo01,25,TOR,SF,82,80,2949,7.6,19.4,0.392,2.1,6.2,0.337,5.5,13.2,0.418,0.446,3.5,4.5,0.789,1.8,4.8,6.6,3.4,1.6,0.6,2.3,4.2,20.9,101,109
2003,NBA,Eric Piatkowski,piatker01,32,LAC,SG,62,26,1360,8.1,17.2,0.471,3.1,7.8,0.398,5,9.5,0.531,0.561,3.9,4.7,0.828,1.7,4.3,6,2.7,1.3,0.3,2.2,3.6,23.2,118,110
2003,NBA,Paul Pierce,piercpa01,25,BOS,SG,79,79,3096,11.3,27.2,0.416,2,6.7,0.302,9.3,20.5,0.454,0.454,10.3,12.8,0.802,1.8,8.1,9.9,6,2.4,1.1,4.9,3.9,34.9,104,100
