season,lg,team,abbreviation,playoffs,g,mp,opp_fg_per_100_poss,opp_fga_per_100_poss,opp_fg_percent,opp_x3p_per_100_poss,opp_x3pa_per_100_poss,opp_x3p_percent,opp_x2p_per_100_poss,opp_x2pa_per_100_poss,opp_x2p_percent,opp_ft_per_100_poss,opp_fta_per_100_poss,opp_ft_percent,opp_orb_per_100_poss,opp_drb_per_100_poss,opp_trb_per_100_poss,opp_ast_per_100_poss,opp_stl_per_100_poss,opp_blk_per_100_poss,opp_tov_per_100_poss,opp_pf_per_100_poss,opp_pts_per_100_poss
2002,NBA,Los Angeles Lakers,LAL,TRUE,82,19780,37.8,89.3,0.424,5.3,16.6,0.317,32.6,72.7,0.448,20.8,27.3,0.761,13.4,33.3,46.7,21.6,7.7,4.7,15.1,24.9,101.7
2002,NBA,Memphis Grizzlies,MEM,FALSE,82,19780,41.5,90.9,0.457,5.3,14.8,0.358,36.2,76.1,0.476,17.9,23.8,0.753,15.1,34.1,49.2,26.1,10.4,6.1,16.1,23.8,106.3
2002,NBA,Miami Heat,MIA,FALSE,82,19930,36.7,86.5,0.425,5.2,15.3,0.342,31.5,71.2,0.442,21.6,29.3,0.736,12.3,34.2,46.5,20.1,8.5,4.9,15.6,23.5,100.2
2002,NBA,Milwaukee Bucks,MIL,FALSE,82,19905,40.3,91.5,0.441,6.6,18.4,0.358,33.7,73.1,0.461,19.9,26.3,0.757,14,32.6,46.6,25.2,8,4.8,14.1,21.9,107.1
2002,NBA,Minnesota Timberwolves,MIN,TRUE,82,19805,39.7,89.1,0.445,6.6,17.7,0.372,33.1,71.4,0.463,19.4,26.2,0.742,12.2,31.1,43.3,24.8,7.3,5.4,14.7,22.4,105.3
2002,NBA,New Jersey Nets,NJN,TRUE,82,19830,37.7,87.9,0.429,5.4,15.5,0.348,32.3,72.4,0.446,18.8,24.9,0.753,13.2,33.2,46.4,20.6,8.8,5.8,17.4,22,99.5
2002,NBA,New York Knicks,NYK,FALSE,82,19805,39.5,88.7,0.445,6,17,0.353,33.5,71.8,0.467,20.9,27.6,0.757,13,34.3,47.3,23.8,9.3,5.2,14.9,22.6,105.9
2002,NBA,Orlando Magic,ORL,TRUE,82,19830,40.5,88.7,0.456,5.3,15.1,0.352,35.2,73.6,0.478,19.1,25.9,0.737,14.1,34.2,48.3,25.1,8.6,5,16.8,22.6,105.3
2002,NBA,Philadelphia 76ers,PHI,TRUE,82,19730,37.9,89,0.426,6,18.1,0.331,31.9,70.9,0.451,18.5,24.6,0.751,13.4,32.1,45.6,24.2,9,6.3,16.5,25,100.3
2002,NBA,Phoenix Suns,PHO,FALSE,82,19830,39.1,88.2,0.444,5.7,16,0.358,33.4,72.2,0.463,20,26.6,0.751,13.6,33,46.6,24.1,9.1,6.3,16.7,20.1,104
2002,NBA,Portland Trail Blazers,POR,TRUE,82,19830,40,88.2,0.453,6.3,17.4,0.363,33.7,70.8,0.476,17.8,24,0.741,12.1,31.5,43.6,26.3,8.3,5.6,16.4,22.4,104
2002,NBA,Sacramento Kings,SAC,TRUE,82,19755,39.8,90.4,0.44,4.9,14.6,0.337,34.9,75.8,0.46,16.7,22.4,0.744,13.5,33.3,46.8,23.4,8,4.9,15.8,23.2,101.1
2002,NBA,San Antonio Spurs,SAS,TRUE,82,19855,38.7,91,0.426,5,14.9,0.338,33.7,76.1,0.443,17.2,22.2,0.777,13.5,32.6,46.1,20.7,8.5,5.7,16,25.5,99.7
2002,NBA,Seattle SuperSonics,SEA,TRUE,82,19830,40.3,89.8,0.449,6.4,18.7,0.344,33.9,71.1,0.477,18.5,25.1,0.739,14.8,31.6,46.4,24.9,7.7,5.4,17,22.1,105.6
2002,NBA,Toronto Raptors,TOR,TRUE,82,19755,38.6,87.5,0.441,5.2,14.9,0.346,33.4,72.6,0.461,20.7,27.5,0.752,13.6,33.3,47,22.3,8.6,5.4,17.1,22.1,103.1
2002,NBA,Utah Jazz,UTA,TRUE,82,19830,37.2,83.4,0.447,6.2,16.3,0.383,31,67.1,0.462,23.9,31,0.771,12.4,29.6,42,21.3,10,7.3,18.4,27.7,104.6
2002,NBA,Washington Wizards,WAS,FALSE,82,19730,40.7,90,0.452,5.8,16.4,0.354,34.9,73.6,0.474,19.2,25.5,0.755,13.2,32.7,45.9,25,7.9,5.7,15.1,23.6,106.4
2001,NBA,Atlanta Hawks,ATL,FALSE,82,19730,38.7,87.4,0.442,5.2,14.3,0.367,33.4,73.1,0.457,21.8,28.5,0.765,13.6,33.5,47.1,23,9.2,6.8,16,22.4,104.3
2001,NBA,Boston Celtics,BOS,FALSE,82,19830,38.4,83.6,0.459,5.6,15.3,0.368,32.8,68.3,0.48,21.4,28.5,0.75,11.6,34.6,46.3,24.6,8.5,5.8,18.3,24.9,103.7
2001,NBA,Charlotte Hornets,CHH,TRUE,82,19880,37.4,87.8,0.426,5.3,14.6,0.36,32.1,73.2,0.439,19.5,25.8,0.756,12,32.9,44.9,23.6,8.3,5.1,16.3,23.9,99.5
2001,NBA,Chicago Bulls,CHI,FALSE,82,19855,40.4,85.7,0.472,4.7,13.2,0.356,35.7,72.5,0.493,21.7,29.8,0.73,13,34.5,47.5,26.1,8.6,5.8,16.5,23.7,107.3
2001,NBA,Cleveland Cavaliers,CLE,FALSE,82,19830,38.8,87.3,0.445,5.6,15.3,0.365,33.2,72,0.462,21.7,28.2,0.768,13.1,31.8,45,24.9,9.2,7.2,16.3,24,104.9
2001,NBA,Dallas Mavericks,DAL,TRUE,82,19805,38.2,87,0.439,5,14.8,0.334,33.2,72.2,0.46,21.2,29,0.731,13.9,34.1,48,23.1,8.1,4.9,16.6,24,102.6
2001,NBA,Denver Nuggets,DEN,FALSE,82,19780,40.4,90.5,0.446,5.4,15.3,0.356,34.9,75.3,0.464,20.2,26.8,0.753,13.3,34.6,47.9,26.7,7.7,6.5,14.1,23,106.3
2001,NBA,Detroit Pistons,DET,FALSE,82,19855,38,87.4,0.434,5.5,15.7,0.348,32.5,71.7,0.453,20.4,27.7,0.736,12.9,34.1,47,23.7,8.5,5.1,16.3,26.3,101.8
2001,NBA,Golden State Warriors,GSW,FALSE,82,19780,41,86.9,0.472,5.7,14.9,0.379,35.3,72,0.491,19.7,25.9,0.76,13.4,34.7,48.1,26.4,9.3,6.4,17.4,22.8,107.4
2001,NBA,Houston Rockets,HOU,FALSE,82,19830,40.4,90.1,0.449,4.8,13.6,0.354,35.6,76.6,0.465,18.5,24.9,0.744,13.2,32.4,45.6,23.2,8.1,5.4,14.6,23.7,104.2
2001,NBA,Indiana Pacers,IND,TRUE,82,19980,38,89.8,0.423,5.1,15.1,0.336,32.9,74.7,0.441,21.1,27.9,0.758,14,33.5,47.5,22.8,7.9,5.2,15,25.3,102.2
2001,NBA,Los Angeles Clippers,LAC,FALSE,82,20030,40,90.9,0.44,4.7,14.4,0.329,35.3,76.5,0.461,19.7,26.5,0.743,13.9,32.6,46.5,23.9,8.5,5.5,14,24,104.5
2001,NBA,Los Angeles Lakers,LAL,TRUE,82,19905,39.2,89.6,0.438,5.4,15.3,0.354,33.8,74.2,0.455,21,27.8,0.754,12.9,31.6,44.5,21.8,8.1,4.3,14.1,26.3,104.8
2001,NBA,Miami Heat,MIA,TRUE,82,19880,37.4,86.8,0.431,5,15.1,0.331,32.5,71.7,0.452,18.6,25.2,0.737,12.7,35,47.7,19.7,8.3,5.9,17.7,25.3,98.5
2001,NBA,Milwaukee Bucks,MIL,TRUE,82,19780,38.3,87.3,0.439,5.8,16.4,0.352,32.6,70.8,0.46,22.1,28.8,0.768,13.4,32.8,46.1,24.8,7.8,4.6,16.8,23.4,104.6
2001,NBA,Minnesota Timberwolves,MIN,TRUE,82,19830,39.2,86.8,0.452,4.6,13.1,0.351,34.6,73.7,0.47,20.7,28.5,0.724,12.7,33,45.8,24.2,7.7,4.7,16.4,21.8,103.7
2001,NBA,New Jersey Nets,NJN,FALSE,82,19730,38.9,85.5,0.455,5.7,15.7,0.36,33.2,69.7,0.477,22,29.6,0.746,13.3,34.7,48,24.4,8.2,6.9,17.3,23.9,105.5
2001,NBA,New York Knicks,NYK,TRUE,82,19905,35.7,85.7,0.417,6.2,17.6,0.352,29.5,68.1,0.434,20.6,28,0.733,12.1,33.6,45.8,21.9,8.3,4.7,16.9,24.4,98.2
2001,NBA,Orlando Magic,ORL,TRUE,82,19955,36.5,83.9,0.435,4.7,13.7,0.346,31.8,70.2,0.453,24.3,33.1,0.735,13.7,33.7,47.4,23.1,9,5.7,18.2,25.1,102.1
2001,NBA,Philadelphia 76ers,PHI,TRUE,82,19855,38.3,89.4,0.429,5.7,16.7,0.342,32.6,72.7,0.448,16.6,22.1,0.749,13.1,31.6,44.7,23.6,9,6.1,16.8,25.9,98.9
2001,NBA,Phoenix Suns,PHO,TRUE,82,19805,36.3,83.6,0.435,4.3,12.2,0.349,32.1,71.4,0.449,21.1,27.7,0.761,11.7,33.7,45.4,21.5,8.9,5.4,18.6,23.7,98
2001,NBA,Portland Trail Blazers,POR,TRUE,82,19780,38.4,87.6,0.438,5.5,15,0.368,32.8,72.6,0.452,19.5,26.3,0.744,12.9,30.5,43.3,23.8,8.8,4.4,16.6,23.7,101.8
2001,NBA,Sacramento Kings,SAC,TRUE,82,20080,39.1,90.4,0.432,5.1,14.3,0.355,34,76.1,0.447,16.3,21.8,0.749,14.2,33.5,47.7,23,8.4,6,16.9,22.4,99.6
2001,NBA,San Antonio Spurs,SAS,TRUE,82,19830,38.3,91.5,0.419,4.6,14.1,0.329,33.7,77.4,0.435,16.7,22.5,0.741,13.1,32.9,45.9,21.8,8.1,5.8,15,26.3,98
2001,NBA,Seattle SuperSonics,SEA,FALSE,82,19805,40.7,89.8,0.453,6.2,17.9,0.349,34.5,71.9,0.48,17.9,24.1,0.742,13.8,32.2,46,25.9,8.6,6.7,16.3,24,105.6
2001,NBA,Toronto Raptors,TOR,TRUE,82,19955,39.8,88.9,0.447,5,13.8,0.363,34.8,75.1,0.463,18.8,25,0.754,12.2,33.2,45.5,22.4,7.4,5.8,15.3,23.7,103.4
2001,NBA,Utah Jazz,UTA,TRUE,82,19780,36.1,82.1,0.439,5.5,16.1,0.343,30.5,66,0.462,24.7,32.3,0.765,11.8,29.5,41.3,21.1,9.4,6.1,17.8,27.1,102.4
2001,NBA,Vancouver Grizzlies,VAN,FALSE,82,19780,41.6,89.9,0.463,5.1,14.2,0.362,36.4,75.7,0.482,17.4,23.8,0.732,13.9,33.5,47.5,25.6,9.4,6.3,16.1,23.4,105.8
2001,NBA,Washington Wizards,WAS,FALSE,82,19680,40.8,86.8,0.47,5.7,14.4,0.396,35.1,72.4,0.485,20.5,27.5,0.747,12.3,31.7,44,25,9.1,6.7,16.2,26,107.8
2000,NBA,Atlanta Hawks,ATL,FALSE,82,19830,42.4,93.1,0.455,4.9,13.4,0.367,37.4,79.7,0.469,18.2,23.7,0.769,13.9,32.6,46.5,24.9,8.6,5.3,13.2,24.1,107.9
2000,NBA,Boston Celtics,BOS,FALSE,82,19730,38.1,81.1,0.47,4.6,12.8,0.361,33.4,68.3,0.49,24.8,33,0.753,11,32.6,43.6,23.1,8.2,6.1,17.9,24.8,105.6
2000,NBA,Charlotte Hornets,CHH,TRUE,82,19780,39.4,88,0.448,5.3,14,0.378,34.1,74,0.461,17.4,23.3,0.745,12.5,32.9,45.4,24.6,7.8,5.4,16.8,26.8,101.4
2000,NBA,Chicago Bulls,CHI,FALSE,82,19805,39.5,86.7,0.456,4.9,14.2,0.341,34.7,72.4,0.478,20.8,28,0.741,13.5,32.7,46.3,25.8,11.6,6.2,16.9,26.6,104.6
2000,NBA,Cleveland Cavaliers,CLE,FALSE,82,19855,37.7,85.1,0.443,5.3,15.5,0.342,32.4,69.6,0.465,23.4,30.1,0.776,12.8,32.7,45.5,24.5,8.3,6.3,17.5,26,104
2000,NBA,Dallas Mavericks,DAL,FALSE,82,19730,41.3,90.4,0.457,5.5,15.9,0.345,35.8,74.4,0.481,19,25.7,0.74,16,34.8,50.9,24.4,7.7,5.3,16.9,23.2,107.2
2000,NBA,Denver Nuggets,DEN,FALSE,82,19855,39.9,88.7,0.45,5.1,14.4,0.354,34.8,74.3,0.469,20.8,27.7,0.751,13.1,33.2,46.4,25.6,7.9,5.9,15,24.7,105.8
2000,NBA,Detroit Pistons,DET,TRUE,82,19830,39.5,84.8,0.465,5.8,15.6,0.371,33.7,69.2,0.486,21.1,28.3,0.746,12.3,31.7,44,24,8.2,5,17.7,28.1,105.8
2000,NBA,Golden State Warriors,GSW,FALSE,82,19755,40.3,86.3,0.467,5.4,14.8,0.367,34.9,71.5,0.488,22.3,29.6,0.754,13.9,34.3,48.2,25.9,8.8,6.3,17,24,108.4
2000,NBA,Houston Rockets,HOU,FALSE,82,19830,41.4,90.9,0.456,4.5,12.7,0.354,37,78.2,0.473,18.3,23.5,0.779,13.2,31.5,44.7,23.9,9.4,5.6,14.5,23.6,105.7
2000,NBA,Indiana Pacers,IND,TRUE,82,19730,40.7,91.2,0.446,4.3,13.1,0.327,36.4,78.1,0.466,18,23.8,0.755,13.6,33.3,46.9,22.7,8,4.2,14.7,25,103.6
2000,NBA,Los Angeles Clippers,LAC,FALSE,82,19705,42.5,89.2,0.477,5.4,14,0.387,37.1,75.2,0.494,19.6,26.5,0.741,13.5,35,48.5,25.6,8.1,4.9,15.2,22.4,110.1
2000,NBA,Los Angeles Lakers,LAL,TRUE,82,19805,36.8,88.6,0.416,4.8,14.8,0.326,32,73.8,0.434,19.7,26.5,0.742,13.1,32.9,45.9,20.7,8.1,4.5,15.5,27.3,98.2
2000,NBA,Miami Heat,MIA,TRUE,82,19830,37.5,89,0.422,5.5,15.3,0.361,32,73.8,0.434,20.4,27.3,0.748,13.1,31.6,44.7,21.4,8.4,4.9,15.5,24.2,101
2000,NBA,Milwaukee Bucks,MIL,TRUE,82,19855,39.5,86.6,0.457,6.9,17.7,0.391,32.6,68.9,0.473,22,29.2,0.752,13.5,30.9,44.4,25.9,8.3,4.4,17,24.4,107.9
2000,NBA,Minnesota Timberwolves,MIN,TRUE,82,19905,38.4,86.4,0.445,5,14,0.356,33.4,72.4,0.462,21.6,28.7,0.752,12,32.1,44.1,22.8,7.8,4.5,16.2,22.1,103.4
2000,NBA,New Jersey Nets,NJN,FALSE,82,19830,40.9,88.2,0.464,4.8,13.3,0.363,36.1,74.9,0.481,19.7,26.3,0.747,14.8,34.8,49.5,24.4,7.4,6.1,17.9,24.5,106.3
2000,NBA,New York Knicks,NYK,TRUE,82,19830,36.8,86.8,0.424,5.5,16.2,0.338,31.3,70.6,0.444,21.8,29.2,0.747,12.6,33.1,45.7,21.8,8.2,4.8,15.8,24.4,100.9
2000,NBA,Orlando Magic,ORL,FALSE,82,19755,38.4,86.4,0.445,5.4,15.9,0.338,33,70.4,0.469,19.6,26.3,0.745,13.7,30.9,44.5,24.9,9,5.9,18.6,25.1,101.7
2000,NBA,Philadelphia 76ers,PHI,TRUE,82,19830,37.4,86.1,0.435,5.4,15.3,0.356,32,70.8,0.452,19.7,26.1,0.755,13.9,32.7,46.6,23.9,8.2,6.9,18.9,25.8,100
2000,NBA,Phoenix Suns,PHO,TRUE,82,19805,36.4,85.9,0.424,5.2,14.8,0.352,31.2,71.1,0.439,21,28.4,0.739,13.8,31.8,45.6,21.9,9.4,5.5,18.3,23.1,99
2000,NBA,Portland Trail Blazers,POR,TRUE,82,19780,38.1,88.5,0.431,5.3,16.1,0.33,32.8,72.4,0.453,19.2,26.8,0.716,13.2,30,43.2,23,8.8,4.7,16,25.3,100.8
2000,NBA,Sacramento Kings,SAC,TRUE,82,19805,39.9,88.4,0.452,4.8,13.7,0.353,35.1,74.6,0.47,17.5,23.3,0.751,14,33.7,47.6,23.8,9.2,4.9,17.5,23.7,102.1
2000,NBA,San Antonio Spurs,SAS,TRUE,82,19855,38.4,90.3,0.425,4.7,13.8,0.343,33.7,76.5,0.44,17,23,0.739,13.1,32.1,45.2,22.2,8.6,5.7,15.7,25.2,98.6
2000,NBA,Seattle SuperSonics,SEA,TRUE,82,19780,40.7,90.2,0.451,5.7,16.8,0.34,35,73.4,0.477,17.5,23.3,0.748,14.1,33.9,48,25.2,7.7,5.6,16.3,23.9,104.6
2000,NBA,Toronto Raptors,TOR,TRUE,82,19755,39.4,86.9,0.454,4.5,13.4,0.339,34.9,73.5,0.475,21.4,28.1,0.764,12.6,33.5,46.2,23.5,7.3,5.7,16.4,24.6,104.9
2000,NBA,Utah Jazz,UTA,TRUE,82,19755,37.7,84.6,0.446,5.3,14.9,0.354,32.4,69.7,0.465,21.7,29,0.746,12,30.3,42.3,22,8,5.6,17.2,27.4,102.3
2000,NBA,Vancouver Grizzlies,VAN,FALSE,82,19855,41.7,87.9,0.474,4.8,14.4,0.333,36.9,73.5,0.502,20.3,26.4,0.769,12.9,31,43.9,25.7,9.6,6.9,16.4,25.4,108.5
2000,NBA,Washington Wizards,WAS,FALSE,82,19805,39.3,85.6,0.459,5.1,13.7,0.371,34.2,71.8,0.476,23.4,31.4,0.744,12.6,31.6,44.2,23.4,9,6.6,16,25.7,107
1999,NBA,Atlanta Hawks,ATL,TRUE,50,12075,37.2,90.2,0.413,4.4,14.8,0.3,32.8,75.4,0.435,18.3,25.1,0.729,13.5,31.9,45.4,20.8,8.8,5.7,15.7,28,97.1
1999,NBA,Boston Celtics,BOS,FALSE,50,12150,37.2,84.1,0.443,3.8,12.1,0.312,33.5,72,0.465,24.1,32.5,0.742,13.9,33.3,47.2,22,10,5.5,18.2,21.6,102.4
1999,NBA,Charlotte Hornets,CHH,FALSE,50,12150,38.3,88.1,0.434,4.7,14,0.333,33.6,74.1,0.454,21.1,28.8,0.734,14.4,32.8,47.3,24,9.8,5.1,16.8,25.3,102.4
1999,NBA,Chicago Bulls,CHI,FALSE,50,12075,38.9,85.4,0.455,4.7,13.8,0.34,34.2,71.6,0.477,20.6,28.1,0.733,12.4,35.4,47.8,24.8,10,6.4,17.6,24.2,103
1999,NBA,Cleveland Cavaliers,CLE,FALSE,50,12050,36.8,84.5,0.436,5.4,15.6,0.35,31.4,68.9,0.455,22.5,30.3,0.743,13.6,32.4,46,24.3,9,6.5,18.9,27.6,101.6
1999,NBA,Dallas Mavericks,DAL,FALSE,50,12075,40.5,90.1,0.45,4.8,15.3,0.315,35.7,74.8,0.477,19.1,26.6,0.717,14.7,33.9,48.6,24,8.1,5.4,15.6,23.3,104.9
1999,NBA,Denver Nuggets,DEN,FALSE,50,12025,41.6,88.6,0.469,5.2,14.1,0.37,36.4,74.5,0.488,22,29.5,0.745,13.7,33.1,46.8,25.9,8.7,6,15.5,24.3,110.4
1999,NBA,Detroit Pistons,DET,TRUE,50,12050,36.6,84,0.436,5.4,15.7,0.346,31.1,68.2,0.456,21.7,30.4,0.715,12.6,31.8,44.4,24.1,9.8,5.2,17.8,25.7,100.3
1999,NBA,Golden State Warriors,GSW,FALSE,50,12125,36,85.7,0.42,4.3,12.8,0.336,31.7,72.9,0.435,24.8,34.1,0.728,14.6,33.5,48.1,22.8,8.9,6.8,16.4,22.9,101.1
1999,NBA,Houston Rockets,HOU,TRUE,50,12075,40.1,92.6,0.434,5.1,14.4,0.357,35,78.1,0.448,17.4,23.8,0.734,14.9,31.1,46,23.1,9.9,5.5,14.6,23.1,102.9
1999,NBA,Indiana Pacers,IND,TRUE,50,12100,39.2,90.4,0.434,4.7,14.6,0.325,34.4,75.8,0.454,21.3,28.2,0.756,14.4,32.7,47.1,21.9,8.2,5.5,15,25.9,104.4
1999,NBA,Los Angeles Clippers,LAC,FALSE,50,12125,40.5,85.4,0.474,4.9,13.9,0.354,35.6,71.5,0.498,23.8,32,0.746,14.2,33.3,47.5,24.4,9.3,6.4,17.3,23.1,109.7
1999,NBA,Los Angeles Lakers,LAL,TRUE,50,12050,38.2,86.8,0.441,4.7,14.2,0.332,33.5,72.6,0.462,23.1,32.6,0.709,13.6,30.5,44.1,23.1,8.9,4.3,15.6,27.6,104.3
1999,NBA,Miami Heat,MIA,TRUE,50,12025,36.8,89.6,0.411,5,14.3,0.348,31.9,75.3,0.423,20.2,27.5,0.737,14.6,31.6,46.2,20.1,9.1,4.4,15.9,25.9,98.9
1999,NBA,Milwaukee Bucks,MIL,TRUE,50,12050,36.6,85.7,0.427,6.2,18.6,0.334,30.4,67.1,0.453,23.6,31.3,0.752,15,32,47,23.3,9.1,4.4,19,23.3,103
1999,NBA,Minnesota Timberwolves,MIN,TRUE,50,12025,36.8,83.8,0.439,4.7,14.3,0.326,32.2,69.5,0.463,23.1,32.2,0.718,13,34.3,47.2,24.4,8,5.7,18.3,22.3,101.5
1999,NBA,New Jersey Nets,NJN,FALSE,50,12050,39.1,86.4,0.453,4.9,14.2,0.341,34.3,72.2,0.475,20.5,28.3,0.727,13.6,34.4,48,21.1,8.6,7.1,17.7,23.6,103.6
1999,NBA,New York Knicks,NYK,TRUE,50,12100,34.9,86.5,0.403,5.3,15.1,0.353,29.5,71.4,0.414,22.4,30.5,0.733,14.1,32.6,46.6,21.1,9.7,4.9,17.5,23.6,97.5
1999,NBA,Orlando Magic,ORL,TRUE,50,12050,38.3,86.5,0.443,5.2,15,0.345,33.1,71.5,0.463,15.6,22.1,0.707,13.3,31.9,45.3,23.3,10.5,5.4,19.4,24.9,97.4
1999,NBA,Philadelphia 76ers,PHI,TRUE,50,12150,35.6,84.3,0.423,5.4,16,0.337,30.3,68.4,0.443,21,28.7,0.731,13.8,31.3,45,22.3,9.7,5.9,20,26.4,97.6
1999,NBA,Phoenix Suns,PHO,TRUE,50,12050,39.2,87.1,0.45,6,16.7,0.36,33.2,70.4,0.472,18.8,27.1,0.694,13.6,33.3,46.9,23.5,9.1,4.5,18,23.6,103.3
1999,NBA,Portland Trail Blazers,POR,TRUE,50,12175,36.3,87,0.417,4.9,15.3,0.318,31.5,71.8,0.438,20.2,27.9,0.725,13.6,30.7,44.3,21.3,9.1,5.4,17.3,25.2,97.7
1999,NBA,Sacramento Kings,SAC,TRUE,50,12200,41.2,92.2,0.446,4.5,13.4,0.336,36.7,78.9,0.465,16.3,22.8,0.712,15.4,32.8,48.1,23.9,10,4.5,16.2,22.6,103.1
1999,NBA,San Antonio Spurs,SAS,TRUE,50,12075,36.6,91.1,0.402,3.8,12.5,0.304,32.8,78.5,0.417,18,25.7,0.701,15.6,31.5,47.2,21.1,9.8,5.4,16.4,25.7,95
1999,NBA,Seattle SuperSonics,SEA,FALSE,50,12100,40.7,89.1,0.457,5.8,16.9,0.345,34.8,72.2,0.483,19,26.3,0.722,14.4,32,46.4,24.6,8.8,5,16.5,25.8,106.2
1999,NBA,Toronto Raptors,TOR,FALSE,50,12075,37.9,86.3,0.439,5.7,15.4,0.372,32.2,71,0.454,22.3,30.6,0.728,13.7,31.2,44.9,24.5,10,5.8,17.3,24.4,103.9
1999,NBA,Utah Jazz,UTA,TRUE,50,12175,36.2,87.6,0.413,4.9,15.1,0.321,31.3,72.5,0.432,21.2,29.4,0.721,14.4,29.3,43.7,20.5,9.8,6,16.9,29.7,98.4
1999,NBA,Vancouver Grizzlies,VAN,FALSE,50,12175,40.1,86.7,0.463,5.1,14.5,0.351,35.1,72.3,0.485,22.6,31,0.729,14.9,32.2,47.1,26.3,10.8,7.3,17.2,25.8,107.9
1999,NBA,Washington Wizards,WAS,FALSE,50,12050,37.8,84.9,0.446,4.8,13.7,0.352,33,71.2,0.464,23.2,31.5,0.736,13.7,33.7,47.4,23.9,8.9,4.7,17.6,24.1,103.7
1998,NBA,Atlanta Hawks,ATL,TRUE,82,19880,40.8,92.2,0.442,4.8,14,0.342,36,78.2,0.46,17.9,24.4,0.735,14.9,29.6,44.5,24.1,8.5,5.1,15.4,26.1,104.3
1998,NBA,Boston Celtics,BOS,FALSE,82,19730,37.3,78,0.479,3.9,12.3,0.318,33.4,65.7,0.509,26.8,35.9,0.745,13.2,31.9,45.1,23.8,9.1,5.3,22,22.4,105.3
1998,NBA,Charlotte Hornets,CHH,TRUE,82,19780,40.4,87.1,0.464,5,14.4,0.347,35.4,72.7,0.487,19.5,26.7,0.731,13.1,30.7,43.8,24.5,7.9,5,16.8,25.8,105.3
1998,NBA,Chicago Bulls,CHI,TRUE,82,19855,38,88,0.431,4.5,13.9,0.322,33.5,74.2,0.452,19.4,26.6,0.729,13.8,30.4,44.2,21.7,8.9,4.8,17.2,24.1,99.8
1998,NBA,Cleveland Cavaliers,CLE,TRUE,82,19830,36.2,83.7,0.433,4.6,13.4,0.344,31.6,70.3,0.45,22.1,29.3,0.755,12.8,30,42.8,24.1,9.5,6.1,19.4,25.6,99.1
1998,NBA,Dallas Mavericks,DAL,FALSE,82,19905,42.1,91.4,0.46,5.2,15.1,0.342,36.9,76.3,0.484,17.9,25,0.714,16.4,35.4,51.8,25.2,8.8,5,16.6,21.6,107.2
1998,NBA,Denver Nuggets,DEN,FALSE,82,19730,40.9,86.4,0.473,5.7,15,0.379,35.2,71.4,0.493,24.6,32.7,0.754,14.9,32.6,47.4,26.9,9,7.3,16.9,24.2,112.1
1998,NBA,Detroit Pistons,DET,FALSE,82,19955,38.7,86.9,0.445,4.9,15,0.33,33.8,71.9,0.469,21.1,28.3,0.746,13.5,31.8,45.3,23.9,8.8,5.2,17.2,25.5,103.5
1998,NBA,Golden State Warriors,GSW,FALSE,82,19830,39.6,89.2,0.444,4.4,12.7,0.347,35.2,76.5,0.46,22.1,30.3,0.729,15,33.6,48.6,26.6,10,6.3,15.3,21.7,105.7
1998,NBA,Houston Rockets,HOU,TRUE,82,19830,42.2,90,0.469,5.4,14.9,0.365,36.8,75.1,0.489,18.7,25.2,0.744,13.8,30.9,44.8,25.5,9.7,4.9,15.6,23.2,108.6
1998,NBA,Indiana Pacers,IND,TRUE,82,19830,38.4,88.8,0.432,3.8,11.9,0.316,34.6,76.9,0.45,21,28.9,0.728,15.3,31,46.4,21.9,8.9,5,17.1,25.4,101.5
1998,NBA,Los Angeles Clippers,LAC,FALSE,82,19780,42.5,89.7,0.474,4.4,12.1,0.362,38.1,77.6,0.491,21.8,29.8,0.734,15.4,32.4,47.8,24,9.5,5.4,15.2,22.9,111.2
1998,NBA,Los Angeles Lakers,LAL,TRUE,82,19830,38.6,88,0.439,4.9,13.9,0.355,33.7,74.1,0.455,21.6,29.5,0.732,14.5,30.3,44.8,23.8,8.5,5.5,16.6,27.8,103.7
1998,NBA,Miami Heat,MIA,TRUE,82,19755,37.6,87.8,0.428,4.2,12.7,0.331,33.4,75.1,0.445,22.5,30.3,0.744,14.6,30.8,45.5,22.5,8.8,5.1,16.8,25.6,102
1998,NBA,Milwaukee Bucks,MIL,FALSE,82,19930,38.9,84.4,0.461,4.1,12.4,0.327,34.8,72,0.484,23.8,32,0.743,13.4,30.2,43.6,23.3,10.2,5.3,18,24.1,105.6
1998,NBA,Minnesota Timberwolves,MIN,TRUE,82,19930,40,89.2,0.448,5.6,15.7,0.358,34.4,73.5,0.468,21.4,28.9,0.742,14.5,31.4,45.9,24.8,7.9,5.4,16,24.2,107.1
1998,NBA,New Jersey Nets,NJN,TRUE,82,19880,40,84.9,0.471,4.7,13.7,0.346,35.3,71.3,0.495,21.9,29.3,0.748,14.3,30.7,45,23.5,8.2,6.8,19.7,26.8,106.6
1998,NBA,New York Knicks,NYK,TRUE,82,19830,36,84.1,0.428,4.5,14.3,0.317,31.5,69.8,0.451,23.7,31.6,0.75,11.7,32.1,43.8,21.7,9,4.3,16.9,23.4,100.3
1998,NBA,Orlando Magic,ORL,FALSE,82,19830,40.7,89.7,0.454,4.3,13.4,0.324,36.4,76.3,0.476,18.1,24.6,0.736,15.1,31.5,46.6,24.2,10.4,5.4,17.5,25.9,103.8
