season,lg,player,player_id,age,team,pos,g,gs,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
2016,NBA,Nazr Mohammed,mohamna01,38,OKC,C,5,0,19,0.6,10,1,0.4,0,0.2,0.4,0,0.6,1,NA,1,0,NA,0.333,NA,0,0,NA,NA,0,0
2016,NBA,Greg Monroe,monrogr01,25,MIL,C,79,67,2314,0.522,4.1,0.999,0.542,0.324,0.067,0.065,0.001,0.522,0.596,0.446,0.429,0.393,0,0.57,NA,0.021,19,0,NA,0,0
2016,NBA,Luis Montero,montelu01,22,POR,SG,12,0,42,0.263,18.3,0.526,0.211,0.105,0,0.211,0.474,0.4,0.5,0,NA,0.5,0.111,0.25,0,0,0,0.111,0,1,0
2016,NBA,E'Twaun Moore,mooreet01,26,CHI,SG,59,22,1263,0.481,12.9,0.733,0.177,0.26,0.131,0.165,0.267,0.491,0.652,0.485,0.412,0.391,0.452,0.436,0.915,0.015,6,0.452,0.468,0,0
2016,NBA,Eric Moreland,moreler01,24,SAC,PF,8,0,48,0.5,2.5,1,0.5,0.5,0,0,0,0.5,1,0,NA,NA,NA,1,NA,0.333,2,NA,NA,0,0
2016,NBA,Markieff Morris,morrima02,26,2TM,PF,64,45,1629,0.425,12.8,0.784,0.258,0.142,0.182,0.202,0.216,0.458,0.6,0.353,0.435,0.372,0.303,0.605,0.979,0.075,49,0.142,0.318,2,1
2016,NBA,Markieff Morris,morrima02,26,PHO,PF,37,24,917,0.397,11.6,0.824,0.283,0.165,0.181,0.195,0.176,0.42,0.549,0.31,0.41,0.333,0.289,0.523,1,0.063,23,0.079,0.167,1,0
2016,NBA,Markieff Morris,morrima02,26,WAS,PF,27,21,712,0.467,14,0.725,0.22,0.108,0.185,0.213,0.275,0.524,0.698,0.452,0.472,0.426,0.316,0.716,0.96,0.094,26,0.203,0.375,1,1
2016,NBA,Marcus Morris,morrima03,26,DET,SF,80,80,2856,0.434,15,0.685,0.158,0.106,0.213,0.211,0.315,0.467,0.671,0.34,0.383,0.457,0.362,0.348,0.926,0.016,15,0.285,0.329,2,0
2016,NBA,Anthony Morrow,morroan01,30,OKC,SG,68,6,926,0.408,19.1,0.387,0.06,0.093,0.114,0.117,0.613,0.442,0.5,0.484,0.342,0.487,0.387,0.526,0.911,0,0,0.412,0.393,0,0
2016,NBA,Donatas Motiejūnas,motiedo01,25,HOU,PF,37,22,547,0.439,10.8,0.722,0.205,0.4,0.098,0.02,0.278,0.5,0.595,0.488,0.35,0.5,0.281,0.716,1,0.01,2,0.368,0.143,0,0
2016,NBA,Timofey Mozgov,mozgoti01,29,CLE,C,76,48,1326,0.565,4.7,0.981,0.61,0.178,0.103,0.089,0.019,0.574,0.689,0.391,0.297,0.469,0.143,0.851,1,0.251,78,0.857,0.167,0,0
2016,NBA,Emmanuel Mudiay,mudiaem01,19,DEN,PG,68,66,2068,0.364,12.7,0.744,0.293,0.117,0.146,0.186,0.256,0.379,0.475,0.292,0.311,0.339,0.319,0.286,0.73,0.018,14,0.078,0.278,1,0
2016,NBA,Shabazz Muhammad,muhamsh01,23,MIN,SF,82,0,1682,0.465,9.6,0.777,0.373,0.232,0.094,0.078,0.223,0.516,0.65,0.418,0.359,0.358,0.289,0.615,1,0.093,60,0.421,0.406,1,0
2016,NBA,Xavier Munford,munfoxa02,23,MEM,SG,14,0,244,0.416,13.5,0.701,0.156,0.273,0.13,0.143,0.299,0.426,0.5,0.429,0.3,0.455,0.391,0.304,0.778,0.013,1,0.217,0.4,0,0
2016,NBA,Mike Muscala,muscami01,24,ATL,C,60,0,565,0.5,11.9,0.743,0.342,0.125,0.092,0.184,0.257,0.566,0.673,0.632,0.286,0.464,0.308,0.797,1,0.046,6,0.308,0.25,1,0
2016,NBA,Larry Nance Jr.,nancela02,23,LAL,PF,63,22,1266,0.527,8.1,0.967,0.463,0.15,0.097,0.257,0.033,0.541,0.683,0.467,0.345,0.403,0.1,0.739,1,0.197,53,0.5,0.2,2,0
2016,NBA,Shabazz Napier,napiesh01,24,ORL,PG,55,0,600,0.338,18.1,0.483,0.134,0.07,0.065,0.214,0.517,0.351,0.259,0.357,0.385,0.395,0.327,0.206,0.647,0,0,0.154,0.25,0,0
2016,NBA,Gary Neal,nealga01,31,WAS,SG,40,2,807,0.465,16.3,0.692,0.071,0.16,0.157,0.305,0.308,0.489,0.652,0.538,0.412,0.465,0.41,0.473,0.659,0,0,0.19,0.368,0,0
2016,NBA,Jameer Nelson,nelsoja01,33,DEN,PG,39,15,1036,0.368,17.3,0.531,0.15,0.107,0.052,0.221,0.469,0.429,0.63,0.273,0.375,0.382,0.299,0.2,0.512,0,0,0.076,0.273,0,0
2016,NBA,Raul Neto,netora01,23,UTA,PG,81,53,1499,0.431,14.1,0.612,0.237,0.153,0.115,0.108,0.388,0.453,0.586,0.328,0.354,0.444,0.395,0.233,0.797,0.002,1,0.37,0.417,3,0
2016,NBA,Andrew Nicholson,nichoan01,26,ORL,PF,56,0,823,0.471,12.7,0.632,0.21,0.294,0.087,0.042,0.368,0.536,0.708,0.484,0.37,0.385,0.36,0.362,0.976,0.061,17,0.167,0.421,0,0
2016,NBA,Joakim Noah,noahjo01,30,CHI,C,29,2,635,0.383,2.9,0.992,0.737,0.195,0.015,0.045,0.008,0.386,0.439,0.192,0.5,0.333,0,0.588,NA,0.075,9,0,NA,0,0
2016,NBA,Nerlens Noel,noelne01,21,PHI,C,67,62,1965,0.521,5.1,0.997,0.545,0.228,0.106,0.118,0.003,0.521,0.716,0.306,0.306,0.232,0.5,0.669,1,0.278,151,0,NA,0,0
2016,NBA,Lucas Nogueira,noguelu01,23,TOR,C,29,1,225,0.636,3.1,0.932,0.818,0.068,0.023,0.023,0.068,0.659,0.722,0.333,0,0,0.333,0.963,1,0.409,17,0,NA,0,0
2016,NBA,Steve Novak,novakst01,32,2TM,PF,10,0,44,0.444,23.6,0.167,0,0,0.056,0.111,0.833,0.333,NA,NA,1,0,0.467,0,1,0,0,0.4,0.667,0,0
2016,NBA,Steve Novak,novakst01,32,OKC,PF,7,0,24,0.5,22.3,0.25,0,0,0.083,0.167,0.75,0.333,NA,NA,1,0,0.556,0,1,0,0,0.556,0.6,0,0
2016,NBA,Steve Novak,novakst01,32,MIL,PF,3,0,20,0.333,25,0,0,0,0,0,1,NA,NA,NA,NA,NA,0.333,NA,1,0,0,0.167,1,0,0
2016,NBA,Dirk Nowitzki,nowitdi01,37,DAL,PF,75,75,2364,0.448,16.6,0.692,0.075,0.068,0.261,0.289,0.308,0.483,0.735,0.329,0.476,0.461,0.368,0.632,0.984,0.004,5,0.102,0.314,0,0
2016,NBA,Jusuf Nurkić,nurkiju01,21,DEN,C,32,3,547,0.417,4.5,0.988,0.483,0.397,0.041,0.066,0.012,0.423,0.496,0.344,0.3,0.438,0,0.743,NA,0.045,11,0,NA,0,0
2016,NBA,J.J. O'Brien,obriejj01,23,UTA,SF,2,0,6,0,9,1,0,1,0,0,0,0,NA,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0
2016,NBA,Johnny O'Bryant,obryajo01,22,MIL,PF,66,4,857,0.411,9.3,0.995,0.344,0.177,0.096,0.378,0.005,0.409,0.472,0.351,0.2,0.43,1,0.729,1,0.053,10,1,1,0,0
2016,NBA,Jahlil Okafor,okafoja01,20,PHI,C,53,48,1591,0.508,6.3,0.992,0.394,0.327,0.192,0.079,0.008,0.511,0.675,0.463,0.353,0.274,0.167,0.412,1,0.058,40,0.167,0,0,0
2016,NBA,Victor Oladipo,oladivi01,23,ORL,SG,72,52,2379,0.438,13.5,0.709,0.298,0.082,0.1,0.23,0.291,0.475,0.574,0.313,0.402,0.435,0.348,0.388,0.806,0.042,33,0.262,0.405,4,0
2016,NBA,Kelly Olynyk,olynyke01,24,BOS,C,69,8,1395,0.455,12.8,0.622,0.356,0.113,0.056,0.097,0.378,0.486,0.657,0.238,0.323,0.241,0.405,0.619,0.953,0.018,10,0.11,0.609,0,0
2016,NBA,Kyle O'Quinn,oquinky01,25,NYK,PF,65,1,764,0.476,10.6,0.919,0.299,0.166,0.151,0.303,0.081,0.498,0.63,0.378,0.488,0.439,0.227,0.637,0.6,0.026,7,0.136,0,0,0
2016,NBA,Kelly Oubre Jr.,oubreke01,20,WAS,SF,63,9,671,0.427,11.6,0.626,0.417,0.142,0.024,0.043,0.374,0.492,0.591,0.333,0.6,0,0.316,0.523,1,0.109,19,0.291,0.304,1,0
2016,NBA,Zaza Pachulia,pachuza01,31,DAL,C,76,69,2004,0.466,5.9,0.994,0.523,0.2,0.147,0.123,0.006,0.469,0.589,0.383,0.29,0.31,0,0.68,NA,0.03,13,0,NA,3,0
2016,NBA,Kostas Papanikolaou,papanko01,25,DEN,SF,26,6,294,0.364,15.7,0.515,0.288,0.061,0.076,0.091,0.485,0.412,0.579,0,0.2,0.333,0.313,0.571,0.9,0.015,1,0.25,0.25,1,0
2016,NBA,Jabari Parker,parkeja01,20,MIL,PF,76,72,2408,0.493,7.7,0.961,0.461,0.15,0.14,0.21,0.039,0.502,0.657,0.356,0.397,0.339,0.257,0.719,0.778,0.154,129,0.514,0.278,0,0
2016,NBA,Tony Parker,parketo01,33,SAS,PG,72,72,1980,0.493,10.5,0.908,0.311,0.173,0.141,0.285,0.092,0.501,0.615,0.431,0.42,0.455,0.415,0.279,0.815,0,0,0.692,0.356,0,0
2016,NBA,Chandler Parsons,parsoch01,27,DAL,SF,61,51,1799,0.492,13.6,0.614,0.3,0.138,0.052,0.126,0.386,0.54,0.713,0.322,0.412,0.415,0.414,0.481,0.865,0.034,22,0.175,0.5,3,0
2016,NBA,Lamar Patterson,pattela01,24,ATL,SG,35,0,395,0.35,17.3,0.388,0.25,0.025,0.05,0.063,0.613,0.516,0.65,0.5,0.25,0.2,0.245,0.75,0.917,0,0,0.265,0.385,0,0
2016,NBA,Patrick Patterson,pattepa01,26,TOR,PF,79,0,2020,0.414,17.2,0.406,0.124,0.152,0.087,0.043,0.594,0.49,0.525,0.56,0.349,0.429,0.362,0.5,0.991,0.037,16,0.386,0.372,0,0
2016,NBA,Chris Paul,paulch01,30,LAC,PG,74,74,2420,0.462,15.8,0.705,0.121,0.121,0.184,0.278,0.295,0.501,0.615,0.504,0.527,0.432,0.371,0.115,0.336,0.002,2,0.116,0.342,1,0
2016,NBA,Adreian Payne,paynead01,24,MIN,PF,52,2,486,0.366,12.6,0.779,0.228,0.214,0.076,0.262,0.221,0.389,0.606,0.258,0.273,0.342,0.281,0.591,0.889,0.069,9,0.25,0.25,0,0
2016,NBA,Cameron Payne,payneca01,21,OKC,PG,57,1,698,0.41,15.3,0.601,0.129,0.194,0.162,0.115,0.399,0.467,0.472,0.426,0.489,0.5,0.324,0.141,0.778,0.004,1,0.279,0.355,1,0
2016,NBA,Elfrid Payton,paytoel01,21,ORL,PG,73,69,2145,0.436,8.8,0.874,0.411,0.212,0.104,0.147,0.126,0.451,0.583,0.381,0.355,0.252,0.326,0.285,0.933,0.016,9,0.283,0.308,1,0
2016,NBA,Nikola Peković,pekovni01,30,MIN,C,12,3,156,0.38,4.5,1,0.36,0.6,0.04,0,0,0.38,0.5,0.3,0.5,NA,NA,0.842,NA,0,0,NA,NA,0,0
2016,NBA,Jeff Ayres,pendeje02,28,LAC,C,17,0,107,0.522,6.7,0.957,0.478,0.217,0.13,0.13,0.043,0.545,0.636,0,1,0.667,0,0.75,NA,0.087,1,0,NA,0,0
2016,NBA,Kendrick Perkins,perkike01,31,NOP,C,37,5,542,0.533,6.3,1,0.347,0.453,0.067,0.133,0,0.533,0.654,0.529,0.2,0.4,NA,0.85,NA,0.027,2,NA,NA,0,0
2016,NBA,Paul Pierce,piercpa01,38,LAC,SF,68,38,1231,0.363,19.6,0.39,0.068,0.055,0.121,0.146,0.61,0.445,0.407,0.318,0.438,0.517,0.31,0.493,0.96,0.003,1,0.112,0.222,0,0
2016,NBA,Tibor Pleiß,pleisti01,26,UTA,C,12,0,82,0.44,6.1,0.92,0.52,0.24,0.04,0.12,0.08,0.478,0.462,0.167,1,1,0,0.909,NA,0.12,3,0.5,0,0,0
2016,NBA,Mason Plumlee,plumlma01,25,POR,C,82,82,2084,0.516,3.6,0.992,0.619,0.282,0.058,0.033,0.008,0.52,0.631,0.342,0.333,0.294,0,0.689,NA,0.184,86,0,NA,2,0
2016,NBA,Miles Plumlee,plumlmi01,27,MIL,C,61,14,870,0.601,2.6,1,0.687,0.258,0.043,0.013,0,0.601,0.638,0.55,0.5,0,NA,0.75,NA,0.305,64,NA,NA,0,0
2016,NBA,Otto Porter Jr.,porteot01,22,WAS,SF,75,73,2276,0.473,15.2,0.628,0.244,0.077,0.084,0.225,0.372,0.536,0.674,0.364,0.45,0.472,0.367,0.68,0.969,0.028,18,0.36,0.385,2,0
2016,NBA,Bobby Portis,portibo01,20,CHI,PF,62,4,1102,0.427,10.5,0.881,0.321,0.197,0.11,0.25,0.119,0.443,0.586,0.372,0.25,0.404,0.308,0.629,0.938,0.069,24,0.154,0,1,0
2016,NBA,Kristaps Porziņģis,porzikr01,20,NYK,PF,72,72,2047,0.421,13.2,0.726,0.216,0.184,0.167,0.159,0.274,0.454,0.576,0.356,0.405,0.454,0.333,0.586,0.988,0.064,52,0.099,0.292,1,0
2016,NBA,Dwight Powell,poweldw01,24,DAL,PF,69,2,992,0.493,8.4,0.946,0.473,0.108,0.071,0.294,0.054,0.514,0.714,0.25,0.333,0.333,0.125,0.889,1,0.149,38,0.375,0.333,0,0
2016,NBA,Norman Powell,powelno01,22,TOR,SG,49,24,725,0.424,13.7,0.611,0.279,0.109,0.083,0.144,0.389,0.436,0.609,0.12,0.316,0.394,0.404,0.344,0.944,0.061,14,0.461,0.512,0,0
2016,NBA,Phil Pressey,pressph01,24,2TM,PG,23,0,283,0.385,9.8,0.769,0.462,0.115,0.051,0.141,0.231,0.433,0.583,0.111,0.5,0.182,0.222,0.115,0.5,0.038,1,0.056,0,1,0
2016,NBA,Phil Pressey,pressph01,24,PHI,PG,14,0,170,0.382,10.4,0.764,0.455,0.127,0.055,0.127,0.236,0.405,0.56,0,0.333,0.286,0.308,0.176,0.5,0.036,1,0.077,0,1,0
2016,NBA,Phil Pressey,pressph01,24,PHO,PG,9,0,113,0.391,9.3,0.783,0.478,0.087,0.043,0.174,0.217,0.5,0.636,0.5,1,0,0,0,NA,0.043,0,0,NA,0,0
2016,NBA,Ronnie Price,pricero01,32,PHO,PG,62,18,1211,0.384,19.1,0.351,0.142,0.06,0.046,0.106,0.649,0.453,0.628,0.278,0.429,0.313,0.347,0.083,0.868,0.02,6,0.276,0.463,1,0
2016,NBA,Pablo Prigioni,prigipa01,38,LAC,PG,59,3,823,0.374,19.2,0.354,0.19,0.068,0.075,0.02,0.646,0.519,0.643,0.4,0.273,0.667,0.295,0.148,0.571,0,0,0.116,0.455,4,0
2016,NBA,Tayshaun Prince,princta01,35,MIN,SF,77,44,1462,0.445,14.5,0.9,0.127,0.14,0.127,0.507,0.1,0.476,0.759,0.375,0.483,0.431,0.174,0.745,1,0.022,5,0.957,0.182,0,0
2016,NBA,Julius Randle,randlju01,21,LAL,PF,81,60,2286,0.429,6.7,0.957,0.474,0.248,0.079,0.156,0.043,0.436,0.568,0.362,0.227,0.254,0.278,0.451,0.7,0.077,60,0.111,0,0,0
2016,NBA,Zach Randolph,randoza01,34,MEM,PF,68,53,2016,0.475,8.6,0.971,0.314,0.31,0.103,0.245,0.029,0.482,0.604,0.423,0.462,0.41,0.231,0.478,0.833,0.001,1,0.077,0.5,3,0
2016,NBA,JJ Redick,redicjj01,31,LAC,SG,75,75,2097,0.48,19.5,0.522,0.074,0.06,0.05,0.339,0.478,0.484,0.631,0.453,0.364,0.473,0.475,0.833,0.94,0,0,0.159,0.552,0,0
2016,NBA,Willie Reed,reedwi02,25,BRK,C,39,2,426,0.571,3.7,1,0.609,0.286,0.06,0.045,0,0.571,0.704,0.421,0.25,0.167,NA,0.684,NA,0.211,24,NA,NA,0,0
2016,NBA,Josh Richardson,richajo01,22,MIA,SG,52,2,1107,0.452,14.9,0.577,0.228,0.107,0.11,0.132,0.423,0.446,0.613,0.31,0.267,0.417,0.461,0.414,0.962,0.055,14,0.348,0.55,0,0
2016,NBA,Austin Rivers,riverau01,23,LAC,SG,67,7,1464,0.438,13.4,0.641,0.277,0.165,0.079,0.12,0.359,0.495,0.615,0.447,0.341,0.387,0.335,0.341,0.823,0.006,2,0.216,0.4,1,0
2016,NBA,Andre Roberson,roberan03,24,OKC,SG,70,70,1553,0.496,9.8,0.624,0.533,0.077,0.007,0.007,0.376,0.608,0.637,0.524,0,0,0.311,0.712,0.969,0.157,40,0.748,0.364,1,0
2016,NBA,Brian Roberts,roberbr01,30,2TM,PG,51,0,470,0.448,14.9,0.745,0.188,0.115,0.091,0.352,0.255,0.48,0.645,0.368,0.333,0.466,0.357,0.356,0.667,0,0,0.167,0.286,0,0
2016,NBA,Brian Roberts,roberbr01,30,CHO,PG,30,0,333,0.443,14.8,0.765,0.191,0.104,0.096,0.374,0.235,0.477,0.591,0.417,0.273,0.488,0.333,0.357,0.556,0,0,0.111,0,0,0
2016,NBA,Brian Roberts,roberbr01,30,POR,PG,21,0,137,0.46,15.1,0.7,0.18,0.14,0.08,0.3,0.3,0.486,0.778,0.286,0.5,0.4,0.4,0.353,0.833,0,0,0.267,0.5,0,0
2016,NBA,Glenn Robinson III,robingl02,22,IND,SF,45,4,508,0.43,11.9,0.755,0.331,0.139,0.06,0.225,0.245,0.447,0.58,0.476,0.222,0.294,0.378,0.627,0.929,0.113,15,0.405,0.4,0,0
2016,NBA,Nate Robinson,robinna01,31,NOP,PG,2,1,23,0,24,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0
2016,NBA,Thomas Robinson,robinth01,24,BRK,PF,71,7,917,0.447,4.8,0.997,0.588,0.21,0.127,0.072,0.003,0.448,0.608,0.23,0.189,0.238,0,0.531,NA,0.124,32,0,NA,1,0
2016,NBA,Rajon Rondo,rondora01,29,SAC,PG,72,72,2537,0.454,10.9,0.783,0.344,0.207,0.046,0.185,0.217,0.479,0.639,0.377,0.306,0.338,0.365,0.191,0.71,0.008,5,0.341,0.448,2,0
2016,NBA,Derrick Rose,rosede01,27,CHI,PG,66,66,2097,0.427,10.7,0.857,0.3,0.205,0.16,0.191,0.143,0.449,0.51,0.423,0.476,0.36,0.293,0.223,0.909,0.001,1,0.147,0.318,2,0
2016,NBA,Terrence Ross,rosste01,24,TOR,SF,73,7,1747,0.431,18.9,0.458,0.086,0.061,0.123,0.19,0.542,0.484,0.704,0.474,0.468,0.395,0.386,0.54,0.947,0.035,22,0.295,0.38,2,0
2016,NBA,Terry Rozier,roziete01,21,BOS,PG,39,0,311,0.274,12.4,0.745,0.292,0.142,0.132,0.179,0.255,0.291,0.355,0.2,0.214,0.316,0.222,0.261,1,0,0,0.333,0.333,0,0
2016,NBA,Ricky Rubio,rubiori01,25,MIN,PG,76,76,2323,0.374,15.8,0.676,0.205,0.053,0.082,0.336,0.324,0.396,0.517,0.258,0.229,0.386,0.326,0.268,0.903,0,0,0.195,0.432,1,0
2016,NBA,Damjan Rudež,rudezda01,29,MIN,SF,33,0,277,0.403,20.3,0.194,0.161,0.016,0.016,0,0.806,0.667,0.8,0,0,NA,0.34,0.75,1,0.016,1,0.24,0.25,1,0
2016,NBA,Brandon Rush,rushbr01,30,GSW,SG,72,25,1055,0.427,17.6,0.396,0.196,0.062,0.042,0.096,0.604,0.447,0.549,0.25,0.273,0.44,0.414,0.891,0.908,0.038,8,0.42,0.364,0,0
2016,NBA,D'Angelo Russell,russeda01,19,LAL,PG,80,48,2259,0.41,15.3,0.613,0.189,0.129,0.144,0.151,0.387,0.447,0.586,0.463,0.341,0.361,0.351,0.271,0.692,0.002,2,0.143,0.358,7,0
2016,NBA,Robert Sacre,sacrero01,26,LAL,C,25,1,320,0.413,7.1,1,0.28,0.373,0.213,0.133,0,0.413,0.619,0.143,0.625,0.4,NA,0.71,NA,0.067,5,NA,NA,0,0
2016,NBA,JaKarr Sampson,sampsja02,22,2TM,SF,73,40,1160,0.442,8.3,0.801,0.451,0.256,0.057,0.041,0.199,0.496,0.657,0.284,0.333,0.231,0.222,0.563,0.857,0.107,26,0.444,0.214,0,0
2016,NBA,JaKarr Sampson,sampsja02,22,PHI,SF,47,18,691,0.426,7.4,0.832,0.441,0.302,0.054,0.035,0.168,0.476,0.697,0.246,0.182,0.143,0.176,0.525,0.667,0.079,11,0.412,0.143,0,0
2016,NBA,JaKarr Sampson,sampsja02,22,DEN,SF,26,22,469,0.47,9.1,0.748,0.47,0.174,0.061,0.052,0.252,0.535,0.593,0.4,0.571,0.333,0.276,0.63,1,0.157,15,0.483,0.286,0,0
2016,NBA,Dennis Schröder,schrode01,22,ATL,PG,80,6,1621,0.421,12.6,0.694,0.371,0.078,0.063,0.182,0.306,0.465,0.528,0.344,0.388,0.415,0.322,0.23,0.727,0.005,2,0.109,0.346,4,0
2016,NBA,Luis Scola,scolalu01,35,TOR,PF,76,76,1636,0.45,11.6,0.731,0.268,0.249,0.074,0.14,0.269,0.467,0.613,0.403,0.341,0.369,0.404,0.603,0.985,0.002,1,0.497,0.475,0,0
2016,NBA,Mike Scott,scottmi01,27,ATL,PF,75,0,1146,0.468,13.7,0.58,0.263,0.157,0.093,0.066,0.42,0.523,0.636,0.458,0.571,0.16,0.392,0.851,0.968,0.064,16,0.222,0.286,0,0
2016,NBA,Thabo Sefolosha,sefolth01,31,ATL,SF,75,11,1758,0.505,12.1,0.667,0.417,0.067,0.048,0.137,0.333,0.589,0.665,0.44,0.444,0.471,0.339,0.705,0.952,0.043,16,0.508,0.444,2,1
2016,NBA,Kevin Séraphin,serapke01,26,NYK,C,48,0,526,0.41,9.2,0.99,0.2,0.337,0.283,0.171,0.01,0.414,0.537,0.435,0.328,0.371,0,0.607,NA,0.044,7,0,NA,1,0
2016,NBA,Ramon Sessions,sessira01,29,WAS,PG,82,5,1667,0.473,8.6,0.813,0.434,0.216,0.105,0.057,0.188,0.507,0.576,0.375,0.468,0.559,0.324,0.426,0.889,0.029,15,0.243,0.407,0,0
2016,NBA,Iman Shumpert,shumpim01,25,CLE,SG,54,5,1316,0.374,16.7,0.521,0.197,0.069,0.072,0.184,0.479,0.447,0.6,0.143,0.227,0.482,0.295,0.507,0.977,0.056,12,0.404,0.288,3,0
2016,NBA,Jonathon Simmons,simmojo02,26,SAS,SG,55,2,813,0.504,8.4,0.806,0.479,0.194,0.054,0.074,0.194,0.533,0.664,0.34,0.385,0.333,0.383,0.558,1,0.124,26,0.447,0.524,2,0
2016,NBA,Henry Sims,simshe01,25,BRK,C,14,4,263,0.429,7.8,1,0.416,0.195,0.195,0.182,0,0.429,0.531,0.4,0.333,0.357,NA,0.879,NA,0.039,3,NA,NA,0,0
2016,NBA,Kyle Singler,singlky01,27,OKC,SF,68,2,977,0.389,14.1,0.561,0.213,0.204,0.068,0.077,0.439,0.452,0.553,0.4,0.533,0.235,0.309,0.732,1,0.018,4,0.598,0.293,1,0
2016,NBA,Donald Sloan,sloando01,28,BRK,PG,61,33,1318,0.44,11.8,0.717,0.391,0.103,0.057,0.166,0.283,0.462,0.562,0.333,0.25,0.379,0.384,0.31,0.868,0.003,1,0.283,0.429,2,0
2016,NBA,Marcus Smart,smartma01,21,BOS,PG,61,10,1667,0.348,14.4,0.544,0.291,0.146,0.053,0.055,0.456,0.427,0.513,0.312,0.393,0.31,0.253,0.39,0.738,0.013,5,0.245,0.203,4,0
2016,NBA,Greg Smith,smithgr02,25,MIN,PF,18,0,192,0.563,1.4,1,0.844,0.156,0,0,0,0.563,0.593,0.4,NA,NA,NA,0.778,NA,0.219,5,NA,NA,0,0
2016,NBA,Ish Smith,smithis01,27,2TM,PG,77,53,2239,0.411,10.4,0.824,0.333,0.188,0.104,0.199,0.176,0.428,0.55,0.341,0.356,0.344,0.329,0.188,0.589,0.009,7,0.118,0.4,1,0
2016,NBA,Ish Smith,smithis01,27,NOP,PG,27,3,617,0.43,9.5,0.855,0.382,0.206,0.079,0.189,0.145,0.451,0.598,0.34,0.389,0.302,0.303,0.159,0.7,0.004,1,0.242,0.375,0,0
2016,NBA,Ish Smith,smithis01,27,PHI,PG,50,50,1622,0.405,11.2,0.815,0.318,0.183,0.112,0.202,0.185,0.42,0.532,0.341,0.349,0.356,0.336,0.198,0.565,0.011,6,0.088,0.417,1,0
2016,NBA,Jason Smith,smithja02,29,ORL,C,76,2,1181,0.485,15,0.968,0.137,0.058,0.121,0.652,0.032,0.493,0.58,0.379,0.574,0.47,0.25,0.888,1,0.008,4,0.438,0.429,0,0
2016,NBA,Josh Smith,smithjo03,30,2TM,PF,55,7,880,0.364,13.7,0.59,0.238,0.229,0.04,0.083,0.41,0.417,0.627,0.3,0.214,0.241,0.287,0.605,0.951,0.049,14,0.133,0.263,2,0
2016,NBA,Josh Smith,smithjo03,30,LAC,PF,32,1,459,0.383,12.3,0.678,0.283,0.233,0.05,0.111,0.322,0.418,0.608,0.333,0.111,0.25,0.31,0.627,0.944,0.078,11,0.069,0.5,1,0
2016,NBA,Josh Smith,smithjo03,30,HOU,PF,23,6,421,0.343,15.1,0.497,0.189,0.225,0.03,0.053,0.503,0.417,0.656,0.263,0.4,0.222,0.271,0.571,0.957,0.018,3,0.176,0.2,1,0
2016,NBA,J.R. Smith,smithjr01,30,CLE,SG,77,77,2362,0.415,19.1,0.4,0.081,0.109,0.073,0.135,0.6,0.438,0.623,0.398,0.387,0.391,0.4,0.43,0.926,0.013,11,0.241,0.39,1,0
2016,NBA,Russ Smith,smithru01,24,MEM,PG,15,0,66,0.318,8.6,0.773,0.455,0.227,0.045,0.045,0.227,0.353,0.5,0,0,1,0.2,0.167,1,0.045,1,0.2,1,0,0
2016,NBA,Tony Snell,snellto01,24,CHI,SF,64,33,1301,0.372,15.6,0.543,0.204,0.162,0.035,0.142,0.457,0.38,0.478,0.273,0.667,0.292,0.361,0.457,0.946,0.038,10,0.232,0.306,1,0
2016,NBA,Marreese Speights,speigma01,28,GSW,C,72,0,832,0.432,12.5,0.864,0.252,0.147,0.079,0.386,0.136,0.439,0.513,0.358,0.278,0.455,0.387,0.803,0.917,0.05,17,0.097,0.333,1,0
2016,NBA,Tiago Splitter,splitti01,31,ATL,C,36,2,579,0.523,3,0.987,0.748,0.194,0.013,0.032,0.013,0.529,0.595,0.333,0,0.4,0,0.753,NA,0.077,12,0.5,0,1,0
2016,NBA,Nik Stauskas,stausni01,22,PHI,SG,73,35,1809,0.385,16.8,0.404,0.251,0.057,0.026,0.07,0.596,0.473,0.547,0.29,0.357,0.395,0.326,0.558,0.915,0.039,18,0.323,0.343,0,0
2016,NBA,Alex Stepheson,stephal01,28,2TM,PF,8,0,73,0.333,2.1,1,0.556,0.296,0.111,0.037,0,0.333,0.467,0.125,0.333,0,NA,0.333,NA,0,0,NA,NA,0,0
2016,NBA,Alex Stepheson,stephal01,28,LAC,PF,4,0,12,1,0,1,1,0,0,0,0,1,1,NA,NA,NA,NA,0,NA,0,0,NA,NA,0,0
