player,player_id,team,season,lg,replaced
Kareem Abdul-Jabbar,abdulka01,West,1986,NBA,FALSE
Rolando Blackman,blackro01,West,1986,NBA,FALSE
Adrian Dantley,dantlad01,West,1986,NBA,FALSE
Clyde Drexler,drexlcl01,West,1986,NBA,FALSE
Alex English,englial01,West,1986,NBA,FALSE
Artis Gilmore,gilmoar01,West,1986,NBA,FALSE
Marques Johnson,johnsma01,West,1986,NBA,FALSE
Magic Johnson,johnsma02,West,1986,NBA,FALSE
Hakeem Olajuwon,olajuha01,West,1986,NBA,FALSE
Alvin Robertson,roberal01,West,1986,NBA,FALSE
Ralph Sampson,sampsra01,West,1986,NBA,FALSE
James Worthy,worthja01,West,1986,NBA,FALSE
Larry Bird,birdla01,East,1985,NBA,FALSE
Terry Cummings,cummite01,East,1985,NBA,FALSE
Julius Erving,ervinju01,East,1985,NBA,FALSE
Dennis Johnson,johnsde01,East,1985,NBA,FALSE
Michael Jordan,jordami01,East,1985,NBA,FALSE
Bernard King,kingbe01,East,1985,NBA,FALSE
Bill Laimbeer,laimbbi01,East,1985,NBA,TRUE
Moses Malone,malonmo01,East,1985,NBA,FALSE
Sidney Moncrief,moncrsi01,East,1985,NBA,FALSE
Robert Parish,parisro01,East,1985,NBA,FALSE
Michael Ray Richardson,richami01,East,1985,NBA,FALSE
Jeff Ruland,rulanje01,East,1985,NBA,TRUE
Isiah Thomas,thomais01,East,1985,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1985,NBA,FALSE
Rolando Blackman,blackro01,West,1985,NBA,FALSE
Adrian Dantley,dantlad01,West,1985,NBA,FALSE
Alex English,englial01,West,1985,NBA,FALSE
George Gervin,gervige01,West,1985,NBA,FALSE
Magic Johnson,johnsma02,West,1985,NBA,FALSE
Larry Nance,nancela01,West,1985,NBA,FALSE
Calvin Natt,nattca01,West,1985,NBA,FALSE
Norm Nixon,nixonno01,West,1985,NBA,FALSE
Hakeem Olajuwon,olajuha01,West,1985,NBA,FALSE
Ralph Sampson,sampsra01,West,1985,NBA,FALSE
Jack Sikma,sikmaja01,West,1985,NBA,FALSE
Larry Bird,birdla01,East,1984,NBA,FALSE
Otis Birdsong,birdsot01,East,1984,NBA,FALSE
Julius Erving,ervinju01,East,1984,NBA,FALSE
Bernard King,kingbe01,East,1984,NBA,FALSE
Bill Laimbeer,laimbbi01,East,1984,NBA,TRUE
Moses Malone,malonmo01,East,1984,NBA,TRUE
Kevin McHale,mchalke01,East,1984,NBA,FALSE
Sidney Moncrief,moncrsi01,East,1984,NBA,FALSE
Robert Parish,parisro01,East,1984,NBA,FALSE
Jeff Ruland,rulanje01,East,1984,NBA,FALSE
Isiah Thomas,thomais01,East,1984,NBA,FALSE
Andrew Toney,toneyan01,East,1984,NBA,FALSE
Kelly Tripucka,tripuke01,East,1984,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1984,NBA,FALSE
Mark Aguirre,aguirma01,West,1984,NBA,FALSE
Adrian Dantley,dantlad01,West,1984,NBA,FALSE
Walter Davis,daviswa03,West,1984,NBA,FALSE
Alex English,englial01,West,1984,NBA,FALSE
George Gervin,gervige01,West,1984,NBA,FALSE
Rickey Green,greenri01,West,1984,NBA,FALSE
Magic Johnson,johnsma02,West,1984,NBA,FALSE
Jim Paxson,paxsoji02,West,1984,NBA,FALSE
Ralph Sampson,sampsra01,West,1984,NBA,FALSE
Jack Sikma,sikmaja01,West,1984,NBA,FALSE
Kiki Vandeweghe,vandeki01,West,1984,NBA,FALSE
Larry Bird,birdla01,East,1983,NBA,FALSE
Maurice Cheeks,cheekma01,East,1983,NBA,FALSE
Julius Erving,ervinju01,East,1983,NBA,FALSE
Marques Johnson,johnsma01,East,1983,NBA,FALSE
Bill Laimbeer,laimbbi01,East,1983,NBA,FALSE
Moses Malone,malonmo01,East,1983,NBA,FALSE
Sidney Moncrief,moncrsi01,East,1983,NBA,FALSE
Robert Parish,parisro01,East,1983,NBA,FALSE
Reggie Theus,theusre01,East,1983,NBA,FALSE
Isiah Thomas,thomais01,East,1983,NBA,FALSE
Andrew Toney,toneyan01,East,1983,NBA,FALSE
Buck Williams,willibu01,East,1983,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1983,NBA,FALSE
Alex English,englial01,West,1983,NBA,FALSE
George Gervin,gervige01,West,1983,NBA,FALSE
Artis Gilmore,gilmoar01,West,1983,NBA,FALSE
Magic Johnson,johnsma02,West,1983,NBA,FALSE
Maurice Lucas,lucasma01,West,1983,NBA,FALSE
Jim Paxson,paxsoji02,West,1983,NBA,FALSE
Jack Sikma,sikmaja01,West,1983,NBA,FALSE
David Thompson,thompda01,West,1983,NBA,FALSE
Kiki Vandeweghe,vandeki01,West,1983,NBA,FALSE
Jamaal Wilkes,wilkeja01,West,1983,NBA,FALSE
Gus Williams,willigu01,West,1983,NBA,FALSE
Tiny Archibald,architi01,East,1982,NBA,FALSE
Larry Bird,birdla01,East,1982,NBA,FALSE
Julius Erving,ervinju01,East,1982,NBA,FALSE
Artis Gilmore,gilmoar01,East,1982,NBA,FALSE
Bobby Jones,jonesbo01,East,1982,NBA,FALSE
Bob Lanier,laniebo01,East,1982,NBA,FALSE
Sidney Moncrief,moncrsi01,East,1982,NBA,FALSE
Robert Parish,parisro01,East,1982,NBA,FALSE
Michael Ray Richardson,richami01,East,1982,NBA,FALSE
Dan Roundfield,roundda01,East,1982,NBA,TRUE
Isiah Thomas,thomais01,East,1982,NBA,FALSE
Kelly Tripucka,tripuke01,East,1982,NBA,TRUE
Buck Williams,willibu01,East,1982,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1982,NBA,FALSE
Adrian Dantley,dantlad01,West,1982,NBA,FALSE
Alex English,englial01,West,1982,NBA,FALSE
George Gervin,gervige01,West,1982,NBA,FALSE
Dennis Johnson,johnsde01,West,1982,NBA,FALSE
Magic Johnson,johnsma02,West,1982,NBA,FALSE
Bernard King,kingbe01,West,1982,NBA,FALSE
Moses Malone,malonmo01,West,1982,NBA,FALSE
Norm Nixon,nixonno01,West,1982,NBA,FALSE
Lonnie Shelton,sheltlo01,West,1982,NBA,FALSE
Jack Sikma,sikmaja01,West,1982,NBA,FALSE
Gus Williams,willigu01,West,1982,NBA,FALSE
Tiny Archibald,architi01,East,1981,NBA,FALSE
Larry Bird,birdla01,East,1981,NBA,FALSE
Julius Erving,ervinju01,East,1981,NBA,FALSE
Artis Gilmore,gilmoar01,East,1981,NBA,FALSE
Eddie Johnson,johnsed02,East,1981,NBA,FALSE
Marques Johnson,johnsma01,East,1981,NBA,FALSE
Bobby Jones,jonesbo01,East,1981,NBA,FALSE
Mike Mitchell,mitchmi01,East,1981,NBA,TRUE
Robert Parish,parisro01,East,1981,NBA,FALSE
Michael Ray Richardson,richami01,East,1981,NBA,FALSE
Dan Roundfield,roundda01,East,1981,NBA,TRUE
Reggie Theus,theusre01,East,1981,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1981,NBA,FALSE
Otis Birdsong,birdsot01,West,1981,NBA,FALSE
Adrian Dantley,dantlad01,West,1981,NBA,FALSE
Walter Davis,daviswa03,West,1981,NBA,FALSE
George Gervin,gervige01,West,1981,NBA,FALSE
Dennis Johnson,johnsde01,West,1981,NBA,FALSE
Moses Malone,malonmo01,West,1981,NBA,FALSE
Truck Robinson,robintr01,West,1981,NBA,FALSE
Jack Sikma,sikmaja01,West,1981,NBA,FALSE
Paul Westphal,westppa01,West,1981,NBA,FALSE
Jamaal Wilkes,wilkeja01,West,1981,NBA,FALSE
Tiny Archibald,architi01,East,1980,NBA,FALSE
Larry Bird,birdla01,East,1980,NBA,FALSE
Bill Cartwright,cartwbi01,East,1980,NBA,TRUE
Dave Cowens,cowenda01,East,1980,NBA,TRUE
John Drew,drewjo01,East,1980,NBA,FALSE
Julius Erving,ervinju01,East,1980,NBA,FALSE
George Gervin,gervige01,East,1980,NBA,FALSE
Elvin Hayes,hayesel01,East,1980,NBA,FALSE
Eddie Johnson,johnsed02,East,1980,NBA,FALSE
Moses Malone,malonmo01,East,1980,NBA,FALSE
Michael Ray Richardson,richami01,East,1980,NBA,FALSE
Dan Roundfield,roundda01,East,1980,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1980,NBA,FALSE
Otis Birdsong,birdsot01,West,1980,NBA,FALSE
Adrian Dantley,dantlad01,West,1980,NBA,FALSE
Walter Davis,daviswa03,West,1980,NBA,FALSE
World B. Free,freewo01,West,1980,NBA,FALSE
Dennis Johnson,johnsde01,West,1980,NBA,FALSE
Marques Johnson,johnsma01,West,1980,NBA,FALSE
Magic Johnson,johnsma02,West,1980,NBA,FALSE
Jack Sikma,sikmaja01,West,1980,NBA,FALSE
Kermit Washington,washike01,West,1980,NBA,TRUE
Scott Wedman,wedmasc01,West,1980,NBA,TRUE
Paul Westphal,westppa01,West,1980,NBA,FALSE
Doug Collins,collido01,East,1979,NBA,TRUE
Bob Dandridge,dandrbo01,East,1979,NBA,FALSE
Julius Erving,ervinju01,East,1979,NBA,FALSE
George Gervin,gervige01,East,1979,NBA,FALSE
Elvin Hayes,hayesel01,East,1979,NBA,FALSE
Larry Kenon,kenonla01,East,1979,NBA,FALSE
Bob Lanier,laniebo01,East,1979,NBA,FALSE
Moses Malone,malonmo01,East,1979,NBA,FALSE
Pete Maravich,maravpe01,East,1979,NBA,FALSE
Calvin Murphy,murphca01,East,1979,NBA,FALSE
Campy Russell,russeca02,East,1979,NBA,FALSE
Rudy Tomjanovich,tomjaru01,East,1979,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1979,NBA,FALSE
Otis Birdsong,birdsot01,West,1979,NBA,FALSE
Walter Davis,daviswa03,West,1979,NBA,FALSE
Artis Gilmore,gilmoar01,West,1979,NBA,FALSE
Dennis Johnson,johnsde01,West,1979,NBA,FALSE
Marques Johnson,johnsma01,West,1979,NBA,FALSE
Maurice Lucas,lucasma01,West,1979,NBA,FALSE
George McGinnis,mcginge01,West,1979,NBA,FALSE
Jack Sikma,sikmaja01,West,1979,NBA,FALSE
David Thompson,thompda01,West,1979,NBA,FALSE
Paul Westphal,westppa01,West,1979,NBA,FALSE
Doug Collins,collido01,East,1978,NBA,FALSE
Dave Cowens,cowenda01,East,1978,NBA,FALSE
Julius Erving,ervinju01,East,1978,NBA,FALSE
George Gervin,gervige01,East,1978,NBA,FALSE
John Havlicek,havlijo01,East,1978,NBA,TRUE
Elvin Hayes,hayesel01,East,1978,NBA,TRUE
Larry Kenon,kenonla01,East,1978,NBA,FALSE
Billy Knight,knighbi01,East,1978,NBA,TRUE
Moses Malone,malonmo01,East,1978,NBA,FALSE
Pete Maravich,maravpe01,East,1978,NBA,TRUE
Bob McAdoo,mcadobo01,East,1978,NBA,FALSE
Truck Robinson,robintr01,East,1978,NBA,FALSE
Randy Smith,smithra01,East,1978,NBA,FALSE
Rick Barry,barryri01,West,1978,NBA,FALSE
Walter Davis,daviswa03,West,1978,NBA,FALSE
Artis Gilmore,gilmoar01,West,1978,NBA,FALSE
Lionel Hollins,hollili01,West,1978,NBA,FALSE
Bobby Jones,jonesbo01,West,1978,NBA,FALSE
Bob Lanier,laniebo01,West,1978,NBA,FALSE
Maurice Lucas,lucasma01,West,1978,NBA,FALSE
David Thompson,thompda01,West,1978,NBA,FALSE
Bill Walton,waltobi01,West,1978,NBA,FALSE
Paul Westphal,westppa01,West,1978,NBA,FALSE
Brian Winters,wintebr01,West,1978,NBA,FALSE
Phil Chenier,cheniph01,East,1977,NBA,TRUE
Doug Collins,collido01,East,1977,NBA,FALSE
Dave Cowens,cowenda01,East,1977,NBA,TRUE
Julius Erving,ervinju01,East,1977,NBA,FALSE
George Gervin,gervige01,East,1977,NBA,FALSE
John Havlicek,havlijo01,East,1977,NBA,FALSE
Elvin Hayes,hayesel01,East,1977,NBA,FALSE
Pete Maravich,maravpe01,East,1977,NBA,FALSE
Bob McAdoo,mcadobo01,East,1977,NBA,FALSE
George McGinnis,mcginge01,East,1977,NBA,FALSE
Earl Monroe,monroea01,East,1977,NBA,FALSE
Rudy Tomjanovich,tomjaru01,East,1977,NBA,FALSE
Jo Jo White,whitejo01,East,1977,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1977,NBA,FALSE
Rick Barry,barryri01,West,1977,NBA,FALSE
Don Buse,busedo01,West,1977,NBA,TRUE
Dan Issel,isselda01,West,1977,NBA,FALSE
Bobby Jones,jonesbo01,West,1977,NBA,FALSE
Billy Knight,knighbi01,West,1977,NBA,FALSE
Bob Lanier,laniebo01,West,1977,NBA,FALSE
Maurice Lucas,lucasma01,West,1977,NBA,FALSE
Phil Smith,smithph01,West,1977,NBA,FALSE
David Thompson,thompda01,West,1977,NBA,FALSE
Norm Van Lier,vanlino01,West,1977,NBA,FALSE
Bill Walton,waltobi01,West,1977,NBA,TRUE
Paul Westphal,westppa01,West,1977,NBA,FALSE
Marvin Barnes,barnema01,All Stars,1976,ABA,FALSE
Ron Boone,boonero01,All Stars,1976,ABA,FALSE
Don Buse,busedo01,All Stars,1976,ABA,FALSE
Julius Erving,ervinju01,All Stars,1976,ABA,FALSE
George Gervin,gervige01,All Stars,1976,ABA,FALSE
Artis Gilmore,gilmoar01,All Stars,1976,ABA,FALSE
Larry Kenon,kenonla01,All Stars,1976,ABA,FALSE
Billy Knight,knighbi01,All Stars,1976,ABA,FALSE
Maurice Lucas,lucasma01,All Stars,1976,ABA,FALSE
Billy Paultz,paultbi01,All Stars,1976,ABA,FALSE
James Silas,silasja01,All Stars,1976,ABA,FALSE
Brian Taylor,taylobr01,All Stars,1976,ABA,FALSE
Byron Beck,beckby01,Denver,1976,ABA,FALSE
Roger Brown,brownro02,Denver,1976,ABA,FALSE
Jimmy Foster,fosteja01,Denver,1976,ABA,FALSE
Gus Gerard,gerargu01,Denver,1976,ABA,FALSE
Dan Issel,isselda01,Denver,1976,ABA,FALSE
Bobby Jones,jonesbo01,Denver,1976,ABA,FALSE
Ralph Simpson,simpsra01,Denver,1976,ABA,FALSE
Claude Terry,terrycl01,Denver,1976,ABA,FALSE
David Thompson,thompda01,Denver,1976,ABA,FALSE
Monte Towe,towemo01,Denver,1976,ABA,FALSE
Chuck Williams,willich02,Denver,1976,ABA,FALSE
Dave Bing,bingda01,East,1976,NBA,FALSE
Doug Collins,collido01,East,1976,NBA,FALSE
Dave Cowens,cowenda01,East,1976,NBA,FALSE
John Drew,drewjo01,East,1976,NBA,FALSE
Walt Frazier,fraziwa01,East,1976,NBA,FALSE
John Havlicek,havlijo01,East,1976,NBA,FALSE
Elvin Hayes,hayesel01,East,1976,NBA,FALSE
Bob McAdoo,mcadobo01,East,1976,NBA,FALSE
George McGinnis,mcginge01,East,1976,NBA,FALSE
Randy Smith,smithra01,East,1976,NBA,FALSE
Rudy Tomjanovich,tomjaru01,East,1976,NBA,FALSE
Jo Jo White,whitejo01,East,1976,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1976,NBA,FALSE
Alvan Adams,adamsal01,West,1976,NBA,FALSE
Tiny Archibald,architi01,West,1976,NBA,FALSE
Rick Barry,barryri01,West,1976,NBA,FALSE
Fred Brown,brownfr01,West,1976,NBA,FALSE
Bob Dandridge,dandrbo01,West,1976,NBA,FALSE
Curtis Rowe,rowecu01,West,1976,NBA,FALSE
Phil Smith,smithph01,West,1976,NBA,FALSE
Norm Van Lier,vanlino01,West,1976,NBA,FALSE
Scott Wedman,wedmasc01,West,1976,NBA,FALSE
Jamaal Wilkes,wilkeja01,West,1976,NBA,FALSE
Brian Winters,wintebr01,West,1976,NBA,FALSE
Marvin Barnes,barnema01,East,1975,ABA,FALSE
Louie Dampier,dampilo01,East,1975,ABA,FALSE
Julius Erving,ervinju01,East,1975,ABA,FALSE
Artis Gilmore,gilmoar01,East,1975,ABA,FALSE
Dan Issel,isselda01,East,1975,ABA,FALSE
Stew Johnson,johnsst01,East,1975,ABA,FALSE
Larry Kenon,kenonla01,East,1975,ABA,FALSE
Freddie Lewis,lewisfr02,East,1975,ABA,FALSE
Billy Paultz,paultbi01,East,1975,ABA,FALSE
Brian Taylor,taylobr01,East,1975,ABA,FALSE
Dave Twardzik,twardda01,East,1975,ABA,FALSE
Ron Boone,boonero01,West,1975,ABA,FALSE
Mack Calvin,calvima01,West,1975,ABA,FALSE
George Gervin,gervige01,West,1975,ABA,FALSE
Mike Green,greenmi01,West,1975,ABA,FALSE
Caldwell Jones,jonesca01,West,1975,ABA,FALSE
Moses Malone,malonmo01,West,1975,ABA,FALSE
George McGinnis,mcginge01,West,1975,ABA,FALSE
Swen Nater,natersw01,West,1975,ABA,FALSE
James Silas,silasja01,West,1975,ABA,FALSE
Ralph Simpson,simpsra01,West,1975,ABA,FALSE
Phil Chenier,cheniph01,East,1975,NBA,FALSE
Dave Cowens,cowenda01,East,1975,NBA,FALSE
Walt Frazier,fraziwa01,East,1975,NBA,FALSE
John Havlicek,havlijo01,East,1975,NBA,FALSE
Elvin Hayes,hayesel01,East,1975,NBA,FALSE
Bob McAdoo,mcadobo01,East,1975,NBA,FALSE
Steve Mix,mixst01,East,1975,NBA,FALSE
Earl Monroe,monroea01,East,1975,NBA,FALSE
Paul Silas,silaspa01,East,1975,NBA,FALSE
Rudy Tomjanovich,tomjaru01,East,1975,NBA,FALSE
Wes Unseld,unselwe01,East,1975,NBA,FALSE
Jo Jo White,whitejo01,East,1975,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1975,NBA,FALSE
Tiny Archibald,architi01,West,1975,NBA,FALSE
Rick Barry,barryri01,West,1975,NBA,FALSE
Dave Bing,bingda01,West,1975,NBA,FALSE
Bob Dandridge,dandrbo01,West,1975,NBA,FALSE
Gail Goodrich,goodrga01,West,1975,NBA,FALSE
Spencer Haywood,haywosp01,West,1975,NBA,FALSE
Sam Lacey,laceysa01,West,1975,NBA,FALSE
Bob Lanier,laniebo01,West,1975,NBA,FALSE
Jim Price,priceji01,West,1975,NBA,FALSE
Charlie Scott,scottch01,West,1975,NBA,FALSE
Sidney Wicks,wickssi01,West,1975,NBA,FALSE
Mack Calvin,calvima01,East,1974,ABA,FALSE
Louie Dampier,dampilo01,East,1974,ABA,FALSE
Jim Eakins,eakinji01,East,1974,ABA,FALSE
Julius Erving,ervinju01,East,1974,ABA,FALSE
George Gervin,gervige01,East,1974,ABA,FALSE
Artis Gilmore,gilmoar01,East,1974,ABA,FALSE
Dan Issel,isselda01,East,1974,ABA,FALSE
Larry Kenon,kenonla01,East,1974,ABA,FALSE
Ted McClain,mcclate01,East,1974,ABA,FALSE
Billy Paultz,paultbi01,East,1974,ABA,TRUE
George Thompson,thompge01,East,1974,ABA,FALSE
Ron Boone,boonero01,West,1974,ABA,FALSE
Mel Daniels,danieme01,West,1974,ABA,FALSE
Warren Jabali,jabalwa01,West,1974,ABA,FALSE
Stew Johnson,johnsst01,West,1974,ABA,FALSE
Jimmy Jones,jonesji01,West,1974,ABA,FALSE
Rich Jones,jonesri01,West,1974,ABA,FALSE
George McGinnis,mcginge01,West,1974,ABA,FALSE
Swen Nater,natersw01,West,1974,ABA,FALSE
Ralph Simpson,simpsra01,West,1974,ABA,FALSE
Willie Wise,wisewi01,West,1974,ABA,FALSE
Austin Carr,carrau01,East,1974,NBA,FALSE
Phil Chenier,cheniph01,East,1974,NBA,FALSE
Dave Cowens,cowenda01,East,1974,NBA,FALSE
Dave DeBusschere,debusda01,East,1974,NBA,FALSE
Walt Frazier,fraziwa01,East,1974,NBA,FALSE
John Havlicek,havlijo01,East,1974,NBA,FALSE
Elvin Hayes,hayesel01,East,1974,NBA,FALSE
Lou Hudson,hudsolo01,East,1974,NBA,FALSE
Pete Maravich,maravpe01,East,1974,NBA,FALSE
Bob McAdoo,mcadobo01,East,1974,NBA,FALSE
Rudy Tomjanovich,tomjaru01,East,1974,NBA,FALSE
Jo Jo White,whitejo01,East,1974,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1974,NBA,FALSE
Rick Barry,barryri01,West,1974,NBA,FALSE
Dave Bing,bingda01,West,1974,NBA,FALSE
Gail Goodrich,goodrga01,West,1974,NBA,FALSE
Spencer Haywood,haywosp01,West,1974,NBA,FALSE
Bob Lanier,laniebo01,West,1974,NBA,FALSE
Geoff Petrie,petrige01,West,1974,NBA,FALSE
Charlie Scott,scottch01,West,1974,NBA,TRUE
Nate Thurmond,thurmna01,West,1974,NBA,FALSE
Norm Van Lier,vanlino01,West,1974,NBA,FALSE
Chet Walker,walkech01,West,1974,NBA,FALSE
Jerry West,westje01,West,1974,NBA,TRUE
Sidney Wicks,wickssi01,West,1974,NBA,FALSE
Joe Caldwell,caldwjo01,East,1973,ABA,FALSE
Mack Calvin,calvima01,East,1973,ABA,FALSE
Billy Cunningham,cunnibi01,East,1973,ABA,FALSE
Louie Dampier,dampilo01,East,1973,ABA,FALSE
Julius Erving,ervinju01,East,1973,ABA,FALSE
Artis Gilmore,gilmoar01,East,1973,ABA,FALSE
Dan Issel,isselda01,East,1973,ABA,FALSE
Bill Melchionni,melchbi01,East,1973,ABA,FALSE
Billy Paultz,paultbi01,East,1973,ABA,FALSE
George Thompson,thompge01,East,1973,ABA,FALSE
Zelmo Beaty,beatyze01,West,1973,ABA,FALSE
Mel Daniels,danieme01,West,1973,ABA,FALSE
Warren Jabali,jabalwa01,West,1973,ABA,FALSE
Stew Johnson,johnsst01,West,1973,ABA,FALSE
Jimmy Jones,jonesji01,West,1973,ABA,FALSE
Rich Jones,jonesri01,West,1973,ABA,FALSE
George McGinnis,mcginge01,West,1973,ABA,FALSE
Ralph Simpson,simpsra01,West,1973,ABA,FALSE
Chuck Williams,willich02,West,1973,ABA,FALSE
Willie Wise,wisewi01,West,1973,ABA,FALSE
John Block,blockjo01,East,1973,NBA,FALSE
Bill Bradley,bradlbi01,East,1973,NBA,FALSE
Dave Cowens,cowenda01,East,1973,NBA,FALSE
Dave DeBusschere,debusda01,East,1973,NBA,FALSE
Walt Frazier,fraziwa01,East,1973,NBA,FALSE
John Havlicek,havlijo01,East,1973,NBA,FALSE
Elvin Hayes,hayesel01,East,1973,NBA,FALSE
Lou Hudson,hudsolo01,East,1973,NBA,FALSE
Bob Kauffman,kauffbo01,East,1973,NBA,FALSE
Pete Maravich,maravpe01,East,1973,NBA,FALSE
Jack Marin,marinja01,East,1973,NBA,FALSE
Wes Unseld,unselwe01,East,1973,NBA,FALSE
Jo Jo White,whitejo01,East,1973,NBA,FALSE
Lenny Wilkens,wilkele01,East,1973,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1973,NBA,TRUE
Tiny Archibald,architi01,West,1973,NBA,FALSE
Rick Barry,barryri01,West,1973,NBA,TRUE
Dave Bing,bingda01,West,1973,NBA,FALSE
Wilt Chamberlain,chambwi01,West,1973,NBA,FALSE
Bob Dandridge,dandrbo01,West,1973,NBA,FALSE
Gail Goodrich,goodrga01,West,1973,NBA,FALSE
Connie Hawkins,hawkico01,West,1973,NBA,TRUE
Spencer Haywood,haywosp01,West,1973,NBA,FALSE
Bob Lanier,laniebo01,West,1973,NBA,FALSE
Bob Love,lovebo01,West,1973,NBA,TRUE
Charlie Scott,scottch01,West,1973,NBA,FALSE
Nate Thurmond,thurmna01,West,1973,NBA,FALSE
Chet Walker,walkech01,West,1973,NBA,FALSE
Jerry West,westje01,West,1973,NBA,FALSE
Sidney Wicks,wickssi01,West,1973,NBA,FALSE
Rick Barry,barryri01,East,1972,ABA,FALSE
John Brisker,briskjo01,East,1972,ABA,FALSE
Mack Calvin,calvima01,East,1972,ABA,FALSE
Louie Dampier,dampilo01,East,1972,ABA,FALSE
Julius Erving,ervinju01,East,1972,ABA,FALSE
Artis Gilmore,gilmoar01,East,1972,ABA,FALSE
Dan Issel,isselda01,East,1972,ABA,FALSE
Warren Jabali,jabalwa01,East,1972,ABA,FALSE
Jim McDaniels,mcdanji01,East,1972,ABA,FALSE
Bill Melchionni,melchbi01,East,1972,ABA,FALSE
Charlie Scott,scottch01,East,1972,ABA,FALSE
George Thompson,thompge01,East,1972,ABA,FALSE
Zelmo Beaty,beatyze01,West,1972,ABA,FALSE
Art Becker,beckear01,West,1972,ABA,FALSE
Roger Brown,brownro01,West,1972,ABA,FALSE
Glen Combs,combsgl01,West,1972,ABA,FALSE
Mel Daniels,danieme01,West,1972,ABA,FALSE
Donnie Freeman,freemdo01,West,1972,ABA,FALSE
Steve Jones,jonesst01,West,1972,ABA,FALSE
Wil Jones,joneswi02,West,1972,ABA,FALSE
Wendell Ladner,ladnewe01,West,1972,ABA,FALSE
Freddie Lewis,lewisfr02,West,1972,ABA,FALSE
Ralph Simpson,simpsra01,West,1972,ABA,FALSE
Willie Wise,wisewi01,West,1972,ABA,FALSE
Butch Beard,beardbu01,East,1972,NBA,FALSE
Archie Clark,clarkar01,East,1972,NBA,FALSE
Dave Cowens,cowenda01,East,1972,NBA,FALSE
Billy Cunningham,cunnibi01,East,1972,NBA,FALSE
Dave DeBusschere,debusda01,East,1972,NBA,FALSE
Walt Frazier,fraziwa01,East,1972,NBA,FALSE
John Havlicek,havlijo01,East,1972,NBA,FALSE
Lou Hudson,hudsolo01,East,1972,NBA,FALSE
John Johnson,johnsjo01,East,1972,NBA,FALSE
Bob Kauffman,kauffbo01,East,1972,NBA,FALSE
Jack Marin,marinja01,East,1972,NBA,FALSE
Wes Unseld,unselwe01,East,1972,NBA,FALSE
Tom Van Arsdale,vanarto01,East,1972,NBA,FALSE
Jo Jo White,whitejo01,East,1972,NBA,FALSE
Kareem Abdul-Jabbar,abdulka01,West,1972,NBA,FALSE
Wilt Chamberlain,chambwi01,West,1972,NBA,FALSE
Gail Goodrich,goodrga01,West,1972,NBA,FALSE
Connie Hawkins,hawkico01,West,1972,NBA,FALSE
Elvin Hayes,hayesel01,West,1972,NBA,FALSE
Spencer Haywood,haywosp01,West,1972,NBA,FALSE
Bob Lanier,laniebo01,West,1972,NBA,FALSE
Bob Love,lovebo01,West,1972,NBA,FALSE
Oscar Robertson,roberos01,West,1972,NBA,FALSE
Cazzie Russell,russeca01,West,1972,NBA,FALSE
Paul Silas,silaspa01,West,1972,NBA,FALSE
Jimmy Walker,walkeji01,West,1972,NBA,FALSE
Jerry West,westje01,West,1972,NBA,FALSE
Sidney Wicks,wickssi01,West,1972,NBA,FALSE
Rick Barry,barryri01,East,1971,ABA,FALSE
John Brisker,briskjo01,East,1971,ABA,FALSE
Joe Caldwell,caldwjo01,East,1971,ABA,FALSE
Mack Calvin,calvima01,East,1971,ABA,FALSE
George Carter,cartege01,East,1971,ABA,FALSE
Dan Issel,isselda01,East,1971,ABA,FALSE
Neil Johnson,johnsne02,East,1971,ABA,FALSE
Larry Jones,jonesla01,East,1971,ABA,FALSE
Mike Lewis,lewismi01,East,1971,ABA,FALSE
Bill Melchionni,melchbi01,East,1971,ABA,FALSE
Cincy Powell,powelci01,East,1971,ABA,FALSE
Charlie Scott,scottch01,East,1971,ABA,FALSE
Zelmo Beaty,beatyze01,West,1971,ABA,FALSE
Ron Boone,boonero01,West,1971,ABA,FALSE
Roger Brown,brownro01,West,1971,ABA,FALSE
Glen Combs,combsgl01,West,1971,ABA,FALSE
Mel Daniels,danieme01,West,1971,ABA,FALSE
Donnie Freeman,freemdo01,West,1971,ABA,FALSE
Jimmy Jones,jonesji01,West,1971,ABA,FALSE
Steve Jones,jonesst01,West,1971,ABA,FALSE
Julius Keye,keyeju01,West,1971,ABA,FALSE
Wendell Ladner,ladnewe01,West,1971,ABA,FALSE
Bob Netolicky,netolbo01,West,1971,ABA,FALSE
Red Robbins,robbire01,West,1971,ABA,FALSE
Billy Cunningham,cunnibi01,East,1971,NBA,FALSE
Dave DeBusschere,debusda01,East,1971,NBA,FALSE
